id,source,target,distance
0,0,5,23.3675
1,0,8,185.7474
2,0,25,15.6723
3,0,31,141.8108
4,0,32,176.0462
5,0,34,74.5997
6,0,48,118.7209
7,0,52,172.2910
8,0,54,109.9525
9,0,58,194.7742
10,1,6,177.3062
11,1,44,147.1732
12,1,50,21.7497
13,1,53,194.2332
14,2,12,135.6051
15,2,16,105.4754
16,2,29,180.6689
17,2,43,175.2853
18,2,46,160.5126
19,2,47,123.2022
20,2,59,183.4318
21,3,8,162.3044
22,3,11,100.2929
23,3,14,105.4116
24,3,17,117.4659
25,3,24,110.7504
26,3,28,143.2118
27,3,30,131.4848
28,3,32,171.9538
29,4,18,185.7553
30,4,36,129.0657
31,4,41,26.8181
32,4,49,156.5887
33,4,51,132.0839
34,4,57,103.3479
35,4,59,150.1458
36,5,0,23.3675
37,5,8,199.5405
38,5,25,38.0638
39,5,31,163.9893
40,5,32,189.8189
41,5,34,62.2301
42,5,48,128.1017
43,5,52,159.6589
44,5,54,132.3521
45,6,1,177.3062
46,6,13,29.1159
47,6,38,104.6002
48,6,44,38.2923
49,6,50,175.5393
50,6,53,149.2396
51,7,10,148.3022
52,7,19,105.0002
53,7,39,143.2231
54,7,45,56.9323
55,7,53,143.7426
56,8,0,185.7474
57,8,3,162.3044
58,8,5,199.5405
59,8,11,152.9090
60,8,14,56.9735
61,8,17,114.8532
62,8,25,172.4247
63,8,28,196.1195
64,8,30,38.5087
65,8,31,111.7126
66,8,32,9.7258
67,8,34,179.1300
68,8,48,77.0746
69,8,54,120.8952
70,9,26,72.5552
71,9,33,194.8265
72,9,56,120.6176
73,10,7,148.3022
74,10,19,71.2779
75,10,26,183.1048
76,10,29,182.2543
77,10,42,67.2844
78,10,56,144.8313
79,11,3,100.2929
80,11,8,152.9090
81,11,14,110.7580
82,11,17,180.2064
83,11,24,184.6237
84,11,30,144.0116
85,11,31,176.4144
86,11,32,160.0081
87,12,2,135.6051
88,12,16,48.8417
89,12,29,106.6744
90,12,33,112.3482
91,12,42,172.3255
92,12,43,49.3781
93,12,46,24.9472
94,13,6,29.1159
95,13,21,173.3863
96,13,38,96.4897
97,13,44,61.2100
98,13,53,167.0829
99,14,3,105.4116
100,14,8,56.9735
101,14,11,110.7580
102,14,17,88.4163
103,14,28,163.8962
104,14,30,33.6832
105,14,31,146.3219
106,14,32,66.5766
107,14,48,133.6247
108,14,54,164.3969
109,15,17,141.6710
110,15,28,67.8491
111,15,35,178.5728
112,15,55,186.3533
113,16,2,105.4754
114,16,12,48.8417
115,16,29,147.0459
116,16,33,117.5298
117,16,43,72.0742
118,16,46,69.8726
119,16,47,179.7221
120,17,3,117.4659
121,17,8,114.8532
122,17,11,180.2064
123,17,14,88.4163
124,17,15,141.6710
125,17,28,81.2744
126,17,30,77.9994
127,17,32,122.5696
128,17,48,168.8459
129,18,4,185.7553
130,18,20,187.1696
131,18,36,107.2211
132,18,41,182.2403
133,18,49,40.3339
134,19,7,105.0002
135,19,10,71.2779
136,19,39,179.2762
137,19,42,110.6648
138,19,45,155.1461
139,19,56,198.9121
140,20,18,187.1696
141,20,39,151.1239
142,20,52,115.1445
143,21,13,173.3863
144,21,38,177.1927
145,21,40,69.6089
146,22,23,138.8255
147,22,27,135.7109
148,22,37,149.4404
149,22,58,128.8425
150,23,22,138.8255
151,23,27,107.5516
152,23,37,119.5357
153,23,58,99.2352
154,24,3,110.7504
155,24,11,184.6237
156,24,28,184.0761
157,25,0,15.6723
158,25,5,38.0638
159,25,8,172.4247
160,25,31,126.2487
161,25,32,162.7675
162,25,34,79.7901
163,25,48,108.2515
164,25,52,175.6540
165,25,54,94.4578
166,25,58,186.8882
167,26,9,72.5552
168,26,10,183.1048
169,26,33,179.3708
170,26,56,52.3412
171,27,22,135.7109
172,27,23,107.5516
173,27,37,15.2990
174,27,58,186.2029
175,28,3,143.2118
176,28,8,196.1195
177,28,14,163.8962
178,28,15,67.8491
179,28,17,81.2744
180,28,24,184.0761
181,28,30,158.9032
182,29,2,180.6689
183,29,10,182.2543
184,29,12,106.6744
185,29,16,147.0459
186,29,36,169.7480
187,29,42,115.6057
188,29,43,141.7936
189,29,46,105.5895
