id,source,target,distance
0,0,38,126.3654
1,0,50,124.7481
2,0,59,77.4594
3,1,27,185.2467
4,2,6,65.2962
5,2,22,140.9960
6,2,25,167.7917
7,2,39,119.1805
8,2,44,177.5296
9,2,58,89.3035
10,3,10,152.8773
11,3,19,103.7753
12,3,27,45.2795
13,3,28,179.3676
14,3,31,132.5159
15,3,35,29.4004
16,3,54,196.4545
17,4,13,153.5602
18,4,21,172.6515
19,4,26,84.1024
20,4,37,180.3088
21,4,41,22.0060
22,4,47,119.3550
23,4,53,194.0222
24,5,9,123.6757
25,5,32,119.5481
26,5,33,90.4829
27,5,36,148.4230
28,5,48,59.2119
29,5,55,185.5583
30,5,57,151.7658
31,6,2,65.2962
32,6,22,192.7836
33,6,25,120.6482
34,6,39,127.6819
35,6,44,114.0232
36,6,58,141.0543
37,7,12,113.2755
38,7,15,93.3694
39,7,16,116.5477
40,7,23,109.6547
41,7,24,117.7649
42,7,43,155.0993
43,8,14,123.9099
44,8,36,195.5305
45,8,45,141.4997
46,8,52,79.8621
47,8,55,170.5240
48,8,56,44.9605
49,8,57,172.8849
50,9,5,123.6757
51,9,20,180.8994
52,9,29,169.5449
53,9,32,159.4575
54,9,33,173.1744
55,9,36,172.2955
56,9,48,130.0170
57,9,55,198.6971
58,10,3,152.8773
59,10,17,150.7857
60,10,18,124.8930
61,10,19,75.8506
62,10,27,127.0059
63,10,28,26.9131
64,10,35,139.0457
65,10,54,188.5410
66,11,14,107.9028
67,11,17,190.0944
68,11,30,30.4208
69,11,47,182.8092
70,11,56,185.9400
71,12,7,113.2755
72,12,15,193.6714
73,12,16,23.3605
74,12,24,179.1821
75,12,38,162.7867
76,13,4,153.5602
77,13,22,153.5456
78,13,34,169.9259
79,13,37,190.7245
80,13,41,133.0663
81,13,42,158.8607
82,13,49,159.4564
83,14,8,123.9099
84,14,11,107.9028
85,14,30,105.9511
86,14,36,186.0841
87,14,52,178.1294
88,14,55,149.0992
89,14,56,78.9725
90,14,57,197.8438
91,15,7,93.3694
92,15,12,193.6714
93,15,23,108.2673
94,15,24,182.6424
95,15,43,122.3533
96,16,7,116.5477
97,16,12,23.3605
98,16,24,165.8851
99,16,38,172.2505
100,17,10,150.7857
101,17,11,190.0944
102,17,18,26.0522
103,17,20,142.1245
104,17,28,125.2486
105,18,10,124.8930
106,18,17,26.0522
107,18,19,192.8907
108,18,20,152.2686
109,18,28,99.2213
110,19,3,103.7753
111,19,10,75.8506
112,19,18,192.8907
113,19,27,101.4365
114,19,28,95.7715
115,19,35,79.8219
116,19,53,189.0352
117,19,54,130.2325
118,20,9,180.8994
119,20,17,142.1245
120,20,18,152.2686
121,20,29,139.5612
122,21,4,172.6515
123,21,26,104.2269
124,21,37,149.6149
125,21,41,189.8233
126,21,47,99.2223
127,21,50,168.2504
128,22,2,140.9960
129,22,6,192.7836
130,22,13,153.5456
131,22,34,191.2458
132,22,39,117.7300
133,22,40,180.1361
134,22,53,193.3431
135,22,58,52.2730
136,23,7,109.6547
137,23,15,108.2673
138,23,24,106.0721
139,23,43,52.7560
140,23,45,156.9633
141,24,7,117.7649
142,24,12,179.1821
143,24,15,182.6424
144,24,16,165.8851
145,24,23,106.0721
146,24,43,154.2807
147,24,45,108.7582
148,25,2,167.7917
149,25,6,120.6482
150,25,31,198.3041
151,25,39,121.9873
152,25,44,135.5659
153,25,53,154.0865
154,25,54,111.4608
155,25,58,197.6768
156,26,4,84.1024
157,26,21,104.2269
158,26,37,180.2533
159,26,41,105.5461
160,26,47,37.6251
161,27,1,185.2467
162,27,3,45.2795
163,27,10,127.0059
164,27,19,101.4365
165,27,28,153.8564
166,27,31,175.6423
167,27,35,59.9559
168,28,3,179.3676
169,28,10,26.9131
170,28,17,125.2486
171,28,18,99.2213
172,28,19,95.7715
173,28,27,153.8564
174,28,35,164.4209
175,28,54,194.8538
176,29,9,169.5449
177,29,20,139.5612
178,30,11,30.4208
179,30,14,105.9511
180,30,47,178.1311
181,30,56,179.5747
182,31,3,132.5159
183,31,25,198.3041
184,31,27,175.6423
185,31,35,138.5667
186,31,51,96.5359
187,32,5,119.5481
188,32,9,159.4575
189,32,33,53.5730
190,32,36,30.2795
191,32,48,177.3080
