id,source,target,distance
0,0,15,128.8210
1,0,16,173.2909
2,0,20,67.2376
3,0,27,136.9956
4,0,35,176.4847
5,0,42,186.9407
6,0,55,185.0078
7,1,4,190.5744
8,1,19,68.9967
9,1,21,194.7322
10,1,33,12.2416
11,1,38,185.6573
12,1,43,93.6970
13,1,47,24.6374
14,1,48,39.0973
15,2,12,108.1551
16,2,13,20.6170
17,2,14,64.8556
18,2,26,178.0047
19,2,29,160.6098
20,2,46,130.3756
21,2,49,121.1854
22,2,50,148.7366
23,2,57,106.8623
24,3,10,143.6409
25,3,11,14.9850
26,3,18,71.4218
27,3,34,150.4662
28,3,58,145.0886
29,3,59,118.2070
30,4,1,190.5744
31,4,19,193.5751
32,4,22,80.6909
33,4,28,136.4558
34,4,33,192.1433
35,4,36,146.0709
36,4,41,43.4565
37,4,43,120.0650
38,4,45,69.8189
39,4,47,191.0198
40,4,48,174.3941
41,5,10,123.5174
42,5,15,171.5808
43,5,34,87.6304
44,5,55,64.5002
45,5,58,91.0707
46,5,59,141.5153
47,6,14,176.2939
48,6,23,134.4935
49,6,25,156.0914
50,6,36,197.3450
51,6,46,160.5665
52,7,19,198.1675
53,7,21,184.8405
54,7,37,138.7102
55,7,38,39.0043
56,7,44,142.2351
57,7,54,119.9022
58,8,40,193.4073
59,9,24,54.0591
60,9,30,125.5714
61,9,56,190.9198
62,10,3,143.6409
63,10,5,123.5174
64,10,11,129.6126
65,10,34,48.2772
66,10,55,180.0318
67,10,58,79.3953
68,10,59,25.7232
69,11,3,14.9850
70,11,10,129.6126
71,11,18,85.9853
72,11,34,139.0021
73,11,58,136.2490
74,11,59,104.0416
75,12,2,108.1551
76,12,13,118.3303
77,12,14,99.2705
78,12,26,83.3417
79,12,32,199.7883
80,12,40,148.3291
81,12,56,198.8599
82,12,57,5.5389
83,13,2,20.6170
84,13,12,118.3303
85,13,14,85.4717
86,13,26,192.8456
87,13,29,140.2686
88,13,46,141.1958
89,13,49,101.7846
90,13,50,128.2277
91,13,57,116.1859
92,14,2,64.8556
93,14,6,176.2939
94,14,12,99.2705
95,14,13,85.4717
96,14,23,197.6619
97,14,26,140.4878
98,14,46,116.0141
99,14,49,184.0891
100,14,57,101.4043
101,15,0,128.8210
102,15,5,171.5808
103,15,20,190.5527
104,15,27,101.6283
105,15,34,171.6566
106,15,35,114.3888
107,15,55,140.8191
108,15,58,137.8291
109,16,0,173.2909
110,16,20,108.6624
111,16,42,57.9456
112,16,51,99.6639
113,17,22,132.9111
114,17,25,161.1988
115,17,41,175.2871
116,17,53,185.1327
117,18,3,71.4218
118,18,11,85.9853
119,18,59,189.5739
120,19,1,68.9967
121,19,4,193.5751
122,19,7,198.1675
123,19,21,129.3181
124,19,33,81.2296
125,19,38,182.8914
126,19,43,136.2706
127,19,45,198.3365
128,19,47,93.3266
129,19,48,102.7211
130,20,0,67.2376
131,20,15,190.5527
132,20,16,108.6624
133,20,42,133.5189
134,21,1,194.7322
135,21,7,184.8405
136,21,19,129.3181
137,21,31,81.3549
138,21,38,196.0041
139,21,54,133.5484
140,22,4,80.6909
141,22,17,132.9111
142,22,28,151.8637
143,22,36,154.4526
144,22,41,42.6904
145,22,43,193.8619
146,22,45,99.9715
147,23,6,134.4935
148,23,14,197.6619
149,23,25,176.2246
150,23,28,100.2929
151,23,36,94.3715
152,23,45,166.4112
153,23,46,98.6076
154,24,9,54.0591
155,24,30,82.5918
156,24,56,136.8607
157,25,6,156.0914
158,25,17,161.1988
159,25,23,176.2246
160,25,28,165.8307
161,25,36,152.0869
162,25,45,199.7296
163,25,52,167.9035
164,25,53,122.9140
165,26,2,178.0047
166,26,12,83.3417
167,26,13,192.8456
168,26,14,140.4878
169,26,32,130.7716
170,26,40,67.8161
171,26,56,167.5248
