id,source,target,distance
0,0,2,188.6713
1,0,4,107.9025
2,0,18,196.6967
3,0,21,173.3463
4,0,28,199.5972
5,0,38,124.8677
6,0,45,187.8325
7,0,56,133.3563
8,1,10,173.0078
9,1,31,194.6294
10,1,44,136.1950
11,1,46,83.7947
12,1,55,155.6001
13,2,0,188.6713
14,2,4,149.3776
15,2,6,174.8478
16,2,18,14.3613
17,2,31,84.5106
18,2,39,129.8027
19,2,52,47.6926
20,3,33,93.0925
21,3,57,150.3027
22,3,58,138.2482
23,4,0,107.9025
24,4,2,149.3776
25,4,6,162.1998
26,4,18,162.6955
27,4,28,138.7313
28,4,38,107.0129
29,4,39,175.0255
30,4,52,196.4936
31,5,19,112.2397
32,5,23,28.3591
33,5,26,170.3341
34,5,48,158.7624
35,5,54,110.1385
36,6,2,174.8478
37,6,4,162.1998
38,6,17,168.4118
39,6,18,186.5971
40,6,33,161.7517
41,6,36,189.6153
42,6,39,64.9677
43,6,52,196.5813
44,6,58,103.3537
45,7,11,183.3015
46,7,19,165.5646
47,7,20,198.4501
48,7,26,143.5597
49,7,34,145.7916
50,7,41,192.0973
51,7,54,197.5619
52,8,37,133.3659
53,8,47,52.5828
54,8,49,83.1733
55,9,16,85.3349
56,9,37,137.3311
57,10,1,173.0078
58,10,22,113.9476
59,10,24,173.7802
60,10,27,157.1513
61,10,40,125.6706
62,10,44,78.6478
63,10,55,33.3850
64,10,59,75.7943
65,11,7,183.3015
66,11,12,156.9146
67,11,34,62.2225
68,11,43,89.1723
69,12,11,156.9146
70,12,20,126.2278
71,12,43,80.4935
72,12,50,132.0265
73,13,21,135.4485
74,13,30,94.6123
75,13,32,178.6246
76,13,41,170.1882
77,13,45,166.2082
78,13,51,197.5738
79,13,53,111.0529
80,14,20,159.9881
81,14,21,144.3890
82,14,35,138.0760
83,14,41,139.7897
84,14,51,93.2703
85,14,56,87.8075
86,15,26,174.2785
87,15,53,172.0450
88,15,54,167.0718
89,16,9,85.3349
90,16,37,185.0527
91,17,6,168.4118
92,17,25,56.5971
93,17,33,124.6656
94,17,36,71.6034
95,17,42,145.2338
96,17,57,104.2721
97,17,58,188.1382
98,18,0,196.6967
99,18,2,14.3613
100,18,4,162.6955
101,18,6,186.5971
102,18,31,70.1543
103,18,39,138.6722
104,18,52,36.5361
105,19,5,112.2397
106,19,7,165.5646
107,19,23,125.6910
108,19,26,162.2258
109,19,34,191.8299
110,19,48,73.2369
111,19,54,147.0122
112,20,7,198.4501
113,20,12,126.2278
114,20,14,159.9881
115,20,41,157.8026
116,20,43,176.2962
117,20,51,135.0532
118,21,0,173.3463
119,21,13,135.4485
120,21,14,144.3890
121,21,41,154.6568
122,21,45,143.1776
123,21,51,145.0248
124,21,56,117.7441
125,22,10,113.9476
126,22,24,75.3754
127,22,27,73.5514
128,22,40,40.6646
129,22,44,140.6686
130,22,55,117.6390
131,22,59,39.7692
132,23,5,28.3591
133,23,19,125.6910
134,23,26,198.6853
135,23,48,160.1259
136,23,54,137.7402
137,24,10,173.7802
138,24,22,75.3754
139,24,27,26.0416
140,24,40,106.4386
141,24,44,168.8104
142,24,55,164.9598
143,24,59,100.7990
144,25,17,56.5971
145,25,28,194.0051
146,25,33,177.7468
147,25,36,49.5528
148,25,42,108.2674
149,25,57,133.5546
150,26,5,170.3341
151,26,7,143.5597
152,26,15,174.2785
153,26,19,162.2258
154,26,23,198.6853
155,26,53,175.5174
156,26,54,71.6844
157,27,10,157.1513
158,27,22,73.5514
159,27,24,26.0416
160,27,40,110.8270
161,27,44,144.6936
162,27,55,144.7080
163,27,59,88.8095
164,28,0,199.5972
165,28,4,138.7313
166,28,25,194.0051
167,28,35,166.4556
168,28,36,145.4278
169,28,38,82.3672
170,29,30,160.1562
171,29,32,197.4026
172,30,13,94.6123
173,30,29,160.1562
174,30,32,125.1027
175,30,45,157.8029
176,30,53,160.3987
177,31,1,194.6294
178,31,2,84.5106
179,31,18,70.1543
180,31,39,192.9132
181,31,52,52.7409
182,32,13,178.6246
183,32,29,197.4026
184,32,30,125.1027
185,32,45,79.7691
186,33,3,93.0925
187,33,6,161.7517
188,33,17,124.6656
189,33,25,177.7468
190,33,36,193.7419
191,33,57,93.1859
192,33,58,105.4053
193,34,7,145.7916
194,34,11,62.2225
195,34,19,191.8299
196,34,43,150.2008
197,34,48,180.7383
198,35,14,138.0760
199,35,28,166.4556
200,35,38,148.4552
201,35,56,147.8539
202,36,6,189.6153
203,36,17,71.6034
204,36,25,49.5528
205,36,28,145.4278
206,36,33,193.7419
207,36,42,154.6590
208,36,57,170.8792
209,37,8,133.3659
210,37,9,137.3311
211,37,16,185.0527
212,37,47,137.8408
213,37,49,148.9185
214,38,0,124.8677
215,38,4,107.0129
216,38,28,82.3672
217,38,35,148.4552
218,38,56,134.5172
219,39,2,129.8027
220,39,4,175.0255
221,39,6,64.9677
222,39,18,138.6722
223,39,31,192.9132
224,39,52,140.1995
225,39,58,114.6224
226,40,10,125.6706
227,40,22,40.6646
228,40,24,106.4386
229,40,27,110.8270
230,40,44,170.1966
231,40,55,139.0282
232,40,59,66.0668
233,41,7,192.0973
234,41,13,170.1882
235,41,14,139.7897
236,41,20,157.8026
237,41,21,154.6568
238,41,51,47.8615
239,41,53,176.6646
240,41,56,199.2796
241,42,17,145.2338
242,42,25,108.2674
243,42,36,154.6590
244,42,57,144.4079
245,43,11,89.1723
246,43,12,80.4935
247,43,20,176.2962
248,43,34,150.2008
249,43,50,197.8930
250,44,1,136.1950
251,44,10,78.6478
252,44,22,140.6686
253,44,24,168.8104
254,44,27,144.6936
255,44,40,170.1966
256,44,46,151.3423
257,44,55,45.3992
258,44,59,104.4144
259,45,0,187.8325
260,45,13,166.2082
261,45,21,143.1776
262,45,30,157.8029
263,45,32,79.7691
264,46,1,83.7947
265,46,44,151.3423
266,46,55,188.5122
267,47,8,52.5828
268,47,37,137.8408
269,47,49,134.9416
270,47,50,189.4413
271,48,5,158.7624
272,48,19,73.2369
273,48,23,160.1259
274,48,34,180.7383
275,49,8,83.1733
276,49,37,148.9185
277,49,47,134.9416
278,50,12,132.0265
279,50,43,197.8930
280,50,47,189.4413
281,51,13,197.5738
282,51,14,93.2703
283,51,20,135.0532
284,51,21,145.0248
285,51,41,47.8615
286,51,56,161.4703
287,52,2,47.6926
288,52,4,196.4936
