id,source,target,distance
0,0,2,185.4958
1,0,5,92.0213
2,0,26,181.5119
3,0,29,101.1805
4,0,32,61.3284
5,0,44,85.0063
6,0,53,146.4644
7,0,55,45.6615
8,0,57,80.6599
9,1,4,104.9332
10,1,15,124.8448
11,1,19,122.1852
12,1,34,199.7839
13,2,0,185.4958
14,2,5,107.5640
15,2,26,152.9432
16,3,42,158.8933
17,3,43,71.0239
18,3,51,152.6334
19,3,58,90.2187
20,4,1,104.9332
21,4,15,127.1313
22,4,19,133.9452
23,5,0,92.0213
24,5,2,107.5640
25,5,26,177.4999
26,5,29,192.5898
27,5,32,149.4964
28,5,44,158.0458
29,5,53,188.0127
30,5,55,133.1828
31,5,57,172.5895
32,6,10,121.7470
33,6,13,145.3784
34,6,37,182.3198
35,6,39,25.5135
36,6,56,148.8999
37,7,14,171.1501
38,7,15,112.1758
39,7,19,106.7697
40,7,34,19.0546
41,7,35,181.0555
42,7,36,81.4518
43,7,38,197.5469
44,7,48,81.4361
45,8,9,46.4428
46,8,16,154.7563
47,8,17,47.7102
48,8,27,157.8224
49,8,30,83.1525
50,8,41,192.6479
51,8,50,156.3610
52,8,52,91.3219
53,9,8,46.4428
54,9,16,158.4270
55,9,17,65.1819
56,9,27,113.5946
57,9,30,66.7601
58,9,41,160.0147
59,9,52,96.4098
60,10,6,121.7470
61,10,28,174.7979
62,10,39,120.8235
63,10,56,92.4278
64,11,21,37.9466
65,11,22,60.8502
66,11,45,25.4075
67,11,48,150.5608
68,12,14,110.7546
69,12,20,185.7880
70,12,40,100.5518
71,13,6,145.3784
72,13,16,176.6118
73,13,39,168.1400
74,13,46,152.1537
75,14,7,171.1501
76,14,12,110.7546
77,14,34,169.3800
78,14,35,129.1982
79,14,36,106.0834
80,14,40,137.9647
81,15,1,124.8448
82,15,4,127.1313
83,15,7,112.1758
84,15,19,11.7132
85,15,34,97.7337
86,15,36,185.7049
87,15,48,127.2893
88,16,8,154.7563
89,16,9,158.4270
90,16,13,176.6118
91,16,17,107.0740
92,16,27,181.5316
93,16,41,139.5402
94,16,52,64.0093
95,17,8,47.7102
96,17,9,65.1819
97,17,16,107.0740
98,17,27,150.6277
99,17,30,123.8972
100,17,41,164.1570
101,17,50,160.0868
102,17,52,44.1130
103,18,28,199.5822
104,18,29,194.2250
105,18,32,163.3841
106,18,56,185.8470
107,18,57,176.3130
108,19,1,122.1852
109,19,4,133.9452
110,19,7,106.7697
111,19,15,11.7132
112,19,34,91.1693
113,19,36,177.7497
114,19,48,129.6291
115,20,12,185.7880
116,20,40,174.0769
117,20,41,176.6099
118,20,46,172.0512
119,20,54,47.6278
120,21,11,37.9466
121,21,22,96.8283
122,21,45,13.3714
123,21,48,163.6380
124,22,11,60.8502
125,22,21,96.8283
126,22,38,168.1189
127,22,45,83.4655
128,22,48,123.7973
129,23,29,188.6753
130,23,40,171.6523
131,23,44,178.7053
132,23,46,191.4745
133,23,49,134.6631
134,23,53,162.8315
135,24,25,95.6675
136,24,31,140.2663
137,24,33,108.6682
138,25,24,95.6675
139,25,31,47.8700
140,25,33,135.7574
141,25,42,163.0372
142,26,0,181.5119
143,26,2,152.9432
144,26,5,177.4999
145,26,44,147.9342
146,26,47,192.5469
147,26,49,127.2586
148,26,53,88.5308
149,26,55,176.1357
150,26,59,136.5787
151,27,8,157.8224
152,27,9,113.5946
153,27,16,181.5316
154,27,17,150.6277
155,27,30,148.7141
156,27,33,124.4598
157,27,41,83.7433
158,27,52,148.0739
159,28,10,174.7979
160,28,18,199.5822
161,28,29,171.3217
162,28,46,163.8597
163,28,56,82.3774
164,28,57,184.9451
165,29,0,101.1805
166,29,5,192.5898
167,29,18,194.2250
168,29,23,188.6753
169,29,28,171.3217
170,29,32,62.3280
171,29,44,72.0179
172,29,53,145.5578
173,29,55,61.3345
174,29,57,28.8366
175,30,8,83.1525
176,30,9,66.7601
177,30,17,123.8972
178,30,27,148.7141
179,30,51,147.2300
180,30,52,161.3217
181,31,24,140.2663
182,31,25,47.8700
183,31,33,152.5920
184,31,42,117.5177
185,32,0,61.3284
186,32,5,149.4964
187,32,18,163.3841
188,32,29,62.3280
189,32,44,95.6840
190,32,53,172.5138
191,32,55,53.2850
192,32,57,33.6087
193,33,24,108.6682
194,33,25,135.7574
195,33,27,124.4598
196,33,31,152.5920
197,33,41,180.0671
198,34,1,199.7839
199,34,7,19.0546
200,34,14,169.3800
201,34,15,97.7337
202,34,19,91.1693
203,34,35,192.4663
204,34,36,89.5563
205,34,48,91.9189
206,35,7,181.0555
207,35,14,129.1982
208,35,34,192.4663
209,35,36,104.6356
210,35,38,190.7500
211,36,7,81.4518
212,36,14,106.0834
213,36,15,185.7049
214,36,19,177.7497
215,36,34,89.5563
216,36,35,104.6356
217,36,38,193.8967
218,36,48,149.2754
219,37,6,182.3198
220,37,39,175.5306
221,38,7,197.5469
222,38,22,168.1189
223,38,35,190.7500
224,38,36,193.8967
225,38,48,168.1919
226,39,6,25.5135
227,39,10,120.8235
228,39,13,168.1400
229,39,37,175.5306
230,39,56,163.2334
231,40,12,100.5518
232,40,14,137.9647
233,40,20,174.0769
234,40,23,171.6523
235,41,8,192.6479
236,41,9,160.0147
237,41,16,139.5402
238,41,17,164.1570
239,41,20,176.6099
240,41,27,83.7433
241,41,33,180.0671
242,41,52,138.4166
243,41,54,130.4033
244,42,3,158.8933
245,42,25,163.0372
246,42,31,117.5177
247,42,43,195.9840
248,43,3,71.0239
249,43,42,195.9840
250,43,51,82.4987
251,43,58,19.4407
252,44,0,85.0063
253,44,5,158.0458
254,44,23,178.7053
255,44,26,147.9342
256,44,29,72.0179
257,44,32,95.6840
258,44,49,160.7251
259,44,53,77.9133
260,44,55,46.1661
261,44,57,79.5720
262,45,11,25.4075
