id,source,target,distance
0,0,12,142.7432
1,0,32,90.9038
2,0,56,44.3449
3,0,59,46.5913
4,1,37,67.0910
5,1,39,143.9598
6,1,54,48.3707
7,1,55,94.8129
8,2,14,90.0132
9,2,24,177.6865
10,2,27,196.8824
11,2,32,149.4713
12,2,52,154.1915
13,2,53,87.8380
14,3,6,20.6396
15,3,8,91.2404
16,3,21,139.7482
17,3,40,162.0595
18,3,44,166.1439
19,3,45,142.8408
20,3,57,199.9352
21,4,21,184.4538
22,4,31,56.8580
23,4,37,192.7287
24,4,39,121.6444
25,4,54,178.4920
26,4,57,151.7205
27,5,14,183.7423
28,5,17,99.6333
29,5,22,112.4241
30,5,28,148.3144
31,5,30,129.8681
32,5,41,105.2730
33,5,43,113.0795
34,5,46,186.0107
35,5,47,160.3614
36,6,3,20.6396
37,6,8,111.6092
38,6,21,123.7265
39,6,40,179.9672
40,6,44,145.5933
41,6,45,122.6113
42,6,57,184.2468
43,7,22,151.0257
44,7,28,119.0731
45,7,43,149.2768
46,7,46,142.2335
47,8,3,91.2404
48,8,6,111.6092
49,8,27,181.9785
50,8,40,83.8726
51,8,55,196.2491
52,9,35,184.4061
53,10,15,47.2615
54,10,18,82.1607
55,10,19,72.4402
56,10,25,143.0323
57,10,29,35.1821
58,10,30,172.6872
59,10,33,175.8918
60,10,34,31.2839
61,10,47,130.8217
62,10,52,138.5773
63,11,13,107.7641
64,11,23,188.6713
65,11,36,115.3977
66,11,49,93.6769
67,11,51,75.0592
68,12,0,142.7432
69,12,56,112.9152
70,12,59,103.0467
71,13,11,107.7641
72,13,36,150.4240
73,13,49,14.3472
74,13,51,67.9653
75,14,2,90.0132
76,14,5,183.7423
77,14,17,114.0426
78,14,24,102.2823
79,14,53,63.8222
80,15,10,47.2615
81,15,18,100.0140
82,15,19,119.5570
83,15,25,182.3865
84,15,29,18.0559
85,15,30,127.3563
86,15,34,65.2808
87,15,47,84.9682
88,15,52,145.8614
89,16,20,122.9220
90,16,23,194.5372
91,16,44,164.1874
92,16,45,179.7124
93,17,5,99.6333
94,17,14,114.0426
95,17,24,119.3272
96,17,26,156.8422
97,17,48,163.6727
98,17,53,165.1661
99,18,10,82.1607
100,18,15,100.0140
101,18,19,96.2234
102,18,25,101.3701
103,18,29,82.7343
104,18,30,182.6331
105,18,33,163.7469
106,18,34,52.2034
107,18,35,198.4477
108,18,47,149.9188
109,19,10,72.4402
110,19,15,119.5570
111,19,18,96.2234
112,19,25,91.0206
113,19,29,105.4319
114,19,33,104.8914
115,19,34,64.8112
116,19,38,177.2486
117,19,40,195.4297
118,19,52,163.4461
119,20,16,122.9220
120,20,23,134.8525
121,20,33,176.1438
122,20,38,108.3445
123,21,3,139.7482
124,21,4,184.4538
125,21,6,123.7265
126,21,44,86.4603
127,21,45,63.0217
128,21,57,60.5387
129,22,5,112.4241
130,22,7,151.0257
131,22,28,57.1258
132,22,30,154.7056
133,22,35,168.3894
134,22,41,75.9549
135,22,43,4.9341
136,22,46,93.5610
137,22,47,197.0924
138,23,11,188.6713
139,23,16,194.5372
140,23,20,134.8525
141,23,36,73.6998
142,23,38,183.4973
143,23,49,195.6353
144,23,51,143.1518
145,24,2,177.6865
146,24,14,102.2823
147,24,17,119.3272
148,24,26,119.4527
149,24,48,133.8634
150,24,50,184.8777
151,24,53,97.9782
152,25,10,143.0323
153,25,15,182.3865
154,25,18,101.3701
155,25,19,91.0206
156,25,29,164.6335
157,25,33,73.6585
158,25,34,117.2137
159,25,38,128.9848
160,26,17,156.8422
161,26,24,119.4527
162,26,48,14.9459
163,26,50,152.2505
164,26,58,196.4005
165,27,2,196.8824
166,27,8,181.9785
167,27,40,122.1362
168,27,52,89.1309
169,28,5,148.3144
170,28,7,119.0731
171,28,22,57.1258
172,28,41,133.0382
173,28,43,52.5813
174,28,46,127.1098
175,29,10,35.1821
176,29,15,18.0559
177,29,18,82.7343
178,29,19,105.4319
179,29,25,164.6335
180,29,30,137.6663
181,29,34,47.8241
182,29,47,96.0726
183,29,52,153.2733
184,30,5,129.8681
185,30,10,172.6872
186,30,15,127.3563
187,30,18,182.6331
188,30,22,154.7056
189,30,29,137.6663
190,30,34,179.0727
191,30,35,127.9451
192,30,41,80.6100
193,30,43,159.0743
194,30,46,156.2563
195,30,47,42.5064
196,31,4,56.8580
197,31,37,195.8623
198,31,39,81.2473
199,31,54,167.9450
200,32,0,90.9038
201,32,2,149.4713
202,32,53,156.5592
203,32,56,134.6209
204,32,59,123.5472
205,33,10,175.8918
206,33,18,163.7469
207,33,19,104.8914
208,33,20,176.1438
209,33,25,73.6585
210,33,34,159.8426
211,33,38,72.3902
212,34,10,31.2839
213,34,15,65.2808
214,34,18,52.2034
215,34,19,64.8112
216,34,25,117.2137
217,34,29,47.8241
218,34,30,179.0727
219,34,33,159.8426
220,34,47,139.4620
221,34,52,168.3034
222,35,9,184.4061
223,35,18,198.4477
224,35,22,168.3894
225,35,30,127.9451
226,35,41,117.3819
227,35,43,173.0810
228,35,46,95.0196
229,35,47,149.4162
230,36,11,115.3977
231,36,13,150.4240
232,36,23,73.6998
233,36,49,139.6743
