id,source,target,distance
0,0,9,187.8580
1,0,22,170.9261
2,0,25,160.1311
3,0,39,170.3333
4,1,2,81.6980
5,1,7,156.0948
6,1,10,161.4740
7,1,16,126.8603
8,1,25,184.1055
9,1,28,187.1028
10,1,40,185.4497
11,1,50,67.3540
12,1,52,94.4516
13,1,58,42.7172
14,2,1,81.6980
15,2,7,118.9398
16,2,18,179.7103
17,2,27,195.8604
18,2,28,125.3604
19,2,34,159.1447
20,2,36,171.6091
21,2,47,124.9337
22,2,50,25.7143
23,2,52,108.7793
24,2,58,124.2067
25,3,17,18.7229
26,3,19,197.2063
27,3,21,175.7460
28,3,24,121.9146
29,3,30,185.6781
30,3,44,120.6854
31,3,55,162.2132
32,3,57,167.4212
33,4,17,195.0636
34,4,21,108.2222
35,4,24,102.6583
36,4,29,71.7274
37,4,30,159.2827
38,4,53,41.7911
39,4,55,40.6239
40,5,15,158.4226
41,5,19,189.6542
42,5,22,153.6810
43,5,37,46.1418
44,5,40,114.2842
45,5,56,60.7460
46,6,20,19.1454
47,7,1,156.0948
48,7,2,118.9398
49,7,10,170.0787
50,7,18,78.4228
51,7,26,104.0244
52,7,27,130.2991
53,7,28,58.4338
54,7,34,157.7606
55,7,47,142.5734
56,7,50,105.1949
57,7,58,183.6903
58,8,9,178.7174
59,8,35,110.3781
60,8,41,171.6490
61,8,43,177.0724
62,8,59,50.7054
63,9,0,187.8580
64,9,8,178.7174
65,9,35,99.6161
66,9,41,90.5132
67,9,43,68.0799
68,9,48,174.2325
69,9,59,128.0391
70,10,1,161.4740
71,10,7,170.0787
72,10,16,174.0167
73,10,25,126.7362
74,10,39,119.0638
75,10,50,182.0846
76,10,51,167.2852
77,10,58,144.7387
78,11,13,198.8220
79,11,20,191.0777
80,12,49,35.0615
81,13,11,198.8220
82,13,14,53.6025
83,13,31,80.7689
84,13,33,131.6040
85,13,38,177.9231
86,13,54,86.2937
87,14,13,53.6025
88,14,31,33.3127
89,14,33,119.1095
90,14,38,175.4742
91,14,54,119.3034
92,15,5,158.4226
93,15,22,108.6578
94,15,37,140.9312
95,15,54,187.6671
96,15,56,109.7122
97,16,1,126.8603
98,16,10,174.0167
99,16,22,176.6539
100,16,25,99.1901
101,16,37,181.6054
102,16,39,188.6320
103,16,40,129.0073
104,16,50,193.5250
105,16,52,168.0257
106,16,56,199.5054
107,16,58,85.8743
108,17,3,18.7229
109,17,4,195.0636
110,17,21,178.5996
111,17,24,108.3067
112,17,30,193.3847
113,17,44,112.5238
114,17,55,155.1092
115,17,57,160.5746
116,18,2,179.7103
117,18,7,78.4228
118,18,26,75.4912
119,18,27,69.5914
120,18,28,58.2406
121,18,34,138.6173
122,18,46,189.3406
123,18,47,142.2985
124,18,49,186.1380
125,18,50,173.4103
126,19,3,197.2063
127,19,5,189.6542
128,19,40,122.6452
129,19,52,124.7179
130,20,6,19.1454
131,20,11,191.0777
132,21,3,175.7460
133,21,4,108.2222
134,21,17,178.5996
135,21,24,146.5411
136,21,29,155.3265
137,21,30,51.0644
138,21,53,149.9971
139,21,55,91.6865
140,22,0,170.9261
