id,source,target,distance
0,0,23,112.9429
1,0,31,65.7441
2,0,39,174.0735
3,0,58,122.9261
4,1,4,71.7889
5,1,19,148.7894
6,1,20,179.8938
7,1,22,100.8688
8,1,33,120.5267
9,2,17,182.8411
10,2,28,76.5033
11,2,35,82.3460
12,2,55,184.3595
13,3,7,126.7821
14,3,14,136.3638
15,4,1,71.7889
16,4,20,153.8473
17,4,22,117.5555
18,4,33,185.4951
19,5,6,74.1037
20,5,18,128.9777
21,5,21,109.8340
22,5,29,160.9344
23,5,46,131.3875
24,5,47,140.1816
25,6,5,74.1037
26,6,21,175.7480
27,6,27,153.3860
28,6,47,66.0842
29,7,3,126.7821
30,7,11,146.9983
31,7,12,167.6833
32,7,45,120.1401
33,7,56,192.4362
34,8,9,61.5828
35,8,24,113.9977
36,8,25,130.6597
37,8,27,182.6720
38,8,43,191.3531
39,8,53,192.9423
40,8,56,107.2000
41,9,8,61.5828
42,9,24,53.4453
43,9,25,180.9503
44,9,47,193.2151
45,9,53,131.8974
46,9,56,136.1170
47,10,16,170.7859
48,10,27,173.5346
49,10,39,175.0089
50,10,43,182.4923
51,10,49,39.3077
52,10,57,51.5373
53,10,59,79.2732
54,11,7,146.9983
55,11,12,39.4229
56,11,25,107.8160
57,11,31,197.2676
58,11,43,199.0941
59,11,45,37.7789
60,11,56,117.1822
61,12,7,167.6833
62,12,11,39.4229
63,12,25,129.4620
64,12,31,167.8964
65,12,45,75.3067
66,12,56,153.0825
67,13,20,130.4677
68,13,48,55.3442
69,14,3,136.3638
70,14,36,171.4961
71,15,38,192.7077
72,15,54,181.0854
73,15,59,191.5480
74,16,10,170.7859
75,16,23,114.6610
76,16,39,120.9940
77,16,43,177.8031
78,16,49,170.1308
79,16,57,196.5069
80,16,58,86.4278
81,17,2,182.8411
82,17,28,162.6066
83,17,34,116.6207
84,17,37,110.3385
85,17,40,43.6884
86,18,5,128.9777
87,18,21,73.1550
88,18,29,79.1795
89,18,32,186.5704
90,18,46,37.9889
91,18,50,78.2869
92,18,54,198.7249
93,19,1,148.7894
94,19,22,196.8450
95,19,29,187.2104
96,19,30,178.4309
97,19,32,79.4417
98,19,33,91.8074
99,20,1,179.8938
100,20,4,153.8473
101,20,13,130.4677
102,20,22,100.2010
103,20,48,81.7477
104,20,55,152.4230
105,21,5,109.8340
106,21,6,175.7480
107,21,18,73.1550
108,21,26,190.5699
109,21,29,149.2030
110,21,46,106.1258
111,21,50,136.2587
112,21,54,155.4911
113,22,1,100.8688
114,22,4,117.5555
115,22,19,196.8450
116,22,20,100.2010
117,22,33,118.9999
118,22,48,181.7830
119,22,55,167.5732
120,23,0,112.9429
121,23,16,114.6610
122,23,31,150.8697
123,23,39,150.2404
124,23,58,47.0528
125,24,8,113.9977
126,24,9,53.4453
127,24,47,182.9898
128,24,53,78.9781
129,24,56,182.7358
130,25,8,130.6597
131,25,9,180.9503
132,25,11,107.8160
133,25,12,129.4620
134,25,39,173.3243
135,25,43,116.5832
136,25,45,114.5711
137,25,56,71.8601
138,26,21,190.5699
139,26,38,45.0132
140,26,51,177.8084
141,26,54,45.1227
142,27,6,153.3860
143,27,8,182.6720
144,27,10,173.5346
145,27,47,110.5350
146,27,49,199.9335
147,27,57,136.1883
148,27,59,123.7742
149,28,2,76.5033
150,28,17,162.6066
151,28,35,151.0822
152,29,5,160.9344
153,29,18,79.1795
154,29,19,187.2104
155,29,21,149.2030
156,29,32,109.1982
157,29,46,43.0789
158,29,50,95.9461
159,30,19,178.4309
160,30,32,156.8864
161,30,42,105.6277
162,30,50,189.3346
163,31,0,65.7441
164,31,11,197.2676
165,31,12,167.8964
166,31,23,150.8697
167,31,39,145.3881
168,31,43,162.4797
169,31,58,139.3999
170,32,18,186.5704
171,32,19,79.4417
172,32,29,109.1982
173,32,30,156.8864
174,32,33,166.0905
175,32,46,152.1832
176,32,50,170.1023
177,33,1,120.5267
178,33,4,185.4951
179,33,19,91.8074
180,33,22,118.9999
181,33,32,166.0905
182,34,17,116.6207
183,34,37,189.2419
184,34,40,85.1001
185,34,52,125.1279
186,34,53,195.2899
187,35,2,82.3460
188,35,28,151.0822
189,35,55,108.6195
190,36,14,171.4961
191,36,37,105.1532
192,36,40,198.9063
193,36,41,54.0006
194,36,44,146.4332
195,37,17,110.3385
196,37,34,189.2419
197,37,36,105.1532
198,37,40,109.2878
199,37,41,96.8174
200,37,44,142.7094
201,38,15,192.7077
202,38,26,45.0132
203,38,54,51.0573
204,39,0,174.0735
205,39,10,175.0089
206,39,16,120.9940
207,39,23,150.2404
208,39,25,173.3243
209,39,31,145.3881
210,39,43,60.6503
211,39,49,199.3518
212,39,57,166.2399
213,39,58,104.0797
214,40,17,43.6884
215,40,34,85.1001
216,40,36,198.9063
217,40,37,109.2878
218,41,36,54.0006
219,41,37,96.8174
220,41,44,92.4388
221,42,30,105.6277
222,42,50,137.3537
223,42,51,160.1549
224,43,8,191.3531
225,43,10,182.4923
226,43,11,199.0941
227,43,16,177.8031
228,43,25,116.5832
229,43,31,162.4797
230,43,39,60.6503
231,43,56,184.6772
232,43,57,156.4385
233,43,58,162.5571
234,44,36,146.4332
235,44,37,142.7094
236,44,41,92.4388
237,45,7,120.1401
238,45,11,37.7789
239,45,12,75.3067
240,45,25,114.5711
241,45,56,99.5057
242,46,5,131.3875
243,46,18,37.9889
244,46,21,106.1258
245,46,29,43.0789
246,46,32,152.1832
247,46,50,85.9881
248,47,5,140.1816
249,47,6,66.0842
250,47,9,193.2151
251,47,24,182.9898
252,47,27,110.5350
253,48,13,55.3442
254,48,20,81.7477
255,48,22,181.7830
256,48,55,178.9732
257,49,10,39.3077
258,49,16,170.1308
259,49,27,199.9335
260,49,39,199.3518
261,49,57,90.0694
262,49,59,86.9678
263,50,18,78.2869
264,50,21,136.2587
265,50,29,95.9461
266,50,30,189.3346
267,50,32,170.1023
268,50,42,137.3537
269,50,46,85.9881
270,51,26,177.8084
271,51,42,160.1549
272,52,34,125.1279
273,52,53,126.9338
274,53,8,192.9423
275,53,9,131.8974
276,53,24,78.9781
277,53,34,195.2899
278,53,52,126.9338
279,54,15,181.0854
280,54,18,198.7249
281,54,21,155.4911
282,54,26,45.1227
283,54,38,51.0573
284,55,2,184.3595
285,55,20,152.4230
286,55,22,167.5732
287,55,35,108.6195
288,55,48,178.9732
289,56,7,192.4362
290,56,8,107.2000
291,56,9,136.1170
292,56,11,117.1822
293,56,12,153.0825
294,56,24,182.7358
295,56,25,71.8601
296,56,43,184.6772
297,56,45,99.5057
298,57,10,51.5373
299,57,16,196.5069
300,57,27,136.1883
301,57,39,166.2399
302,57,43,156.4385
303,57,49,90.0694
304,57,59,84.5405
305,58,0,122.9261
306,58,16,86.4278
307,58,23,47.0528
308,58,31,139.3999
309,58,39,104.0797
310,58,43,162.5571
311,59,10,79.2732
312,59,15,191.5480
313,59,27,123.7742
314,59,49,86.9678
315,59,57,84.5405
