id,source,target,distance
0,0,2,83.1532
1,0,4,83.4425
2,0,19,159.8392
3,0,31,175.0889
4,0,35,112.0459
5,0,38,81.5670
6,0,49,126.4160
7,1,30,137.3492
8,2,0,83.1532
9,2,4,163.6222
10,2,19,144.1958
11,2,31,101.1045
12,2,34,150.6187
13,2,35,150.5393
14,2,37,186.1579
15,2,38,151.2373
16,2,49,91.9954
17,3,7,189.2054
18,3,12,38.3516
19,3,13,194.6012
20,3,16,56.3929
21,3,21,136.5806
22,3,28,86.0918
23,3,32,55.9936
24,3,42,198.3866
25,3,54,178.0086
26,4,0,83.4425
27,4,2,163.6222
28,4,35,152.7930
29,4,38,35.7699
30,4,49,175.3095
31,5,27,163.6308
32,5,33,149.4721
33,5,36,184.1248
34,5,57,196.2760
35,5,58,125.4398
36,6,22,74.5981
37,6,23,181.4748
38,6,39,124.5430
39,6,41,51.9473
40,6,50,136.2516
41,7,3,189.2054
42,7,12,172.9495
43,7,15,170.2491
44,7,16,184.4593
45,7,17,87.8353
46,7,21,53.9422
47,7,28,189.5828
48,7,29,143.2978
49,7,32,171.8400
50,7,47,167.9211
51,7,53,29.4520
52,7,56,94.7492
53,8,9,184.5090
54,8,11,157.0106
55,8,20,144.6382
56,8,43,92.2740
57,8,51,146.6714
58,8,54,97.2031
59,9,8,184.5090
60,9,10,129.4129
61,9,13,191.4708
62,9,20,53.2509
63,9,25,161.3456
64,9,43,94.3278
65,9,44,194.0292
66,9,46,164.3002
67,9,54,188.1748
68,10,9,129.4129
69,10,13,69.3660
70,10,20,182.3160
71,10,25,81.8672
72,10,42,100.1728
73,10,46,118.6272
74,11,8,157.0106
75,11,51,94.1906
76,12,3,38.3516
77,12,7,172.9495
78,12,16,22.7029
79,12,21,124.4716
80,12,28,50.8651
81,12,32,83.4079
82,12,40,189.2140
83,12,53,198.4962
84,12,54,177.5634
85,12,56,191.8372
86,13,3,194.6012
87,13,9,191.4708
88,13,10,69.3660
89,13,25,128.2421
90,13,32,170.1020
91,13,42,31.5372
92,13,46,171.5802
93,14,24,60.1337
94,14,29,187.1588
95,14,55,8.4412
96,15,7,170.2491
97,15,17,192.4252
98,15,45,180.2121
99,15,47,108.4019
100,15,53,175.7237
101,15,56,100.0600
102,15,59,38.3176
103,16,3,56.3929
104,16,7,184.4593
105,16,12,22.7029
106,16,21,139.1831
107,16,28,29.7059
108,16,32,105.6846
109,16,40,167.5938
110,16,54,163.5083
111,16,56,192.2849
112,17,7,87.8353
113,17,15,192.4252
114,17,21,129.9164
115,17,29,59.4980
116,17,53,58.5688
117,17,56,158.6280
118,18,31,114.6989
119,18,34,65.5627
120,18,37,118.4718
121,18,42,188.5071
122,19,0,159.8392
123,19,2,144.1958
124,19,31,125.9320
125,19,34,156.0546
126,19,35,95.3516
127,20,8,144.6382
128,20,9,53.2509
129,20,10,182.3160
130,20,33,196.2727
131,20,43,52.8984
132,20,44,166.1067
133,20,54,173.3945
134,21,3,136.5806
135,21,7,53.9422
136,21,12,124.4716
137,21,16,139.1831
138,21,17,129.9164
139,21,28,150.0723
140,21,29,188.8857
141,21,32,118.3611
142,21,47,185.6577
143,21,53,75.1456
144,21,56,122.7419
145,22,6,74.5981
146,22,23,148.8420
147,22,39,126.1769
148,22,41,82.5019
149,22,50,72.4876
150,22,51,155.8107
151,23,6,181.4748
152,23,22,148.8420
