id,source,target,distance
0,0,10,82.5192
1,0,26,159.1997
2,0,31,194.5646
3,0,43,157.7358
4,0,57,199.7624
5,1,25,66.4601
6,1,58,145.8562
7,1,59,178.6368
8,2,20,130.6183
9,2,24,143.8701
10,2,28,87.2480
11,2,29,169.4971
12,2,32,186.2705
13,2,41,171.5434
14,2,49,82.3663
15,2,53,29.8663
16,3,9,35.0170
17,3,21,176.0312
18,3,30,168.9643
19,3,31,173.7148
20,3,41,66.6618
21,3,44,192.4739
22,3,46,130.7739
23,4,6,127.5149
24,4,8,75.0610
25,4,12,33.7483
26,4,17,79.7930
27,4,22,67.5126
28,4,23,38.2427
29,4,32,119.6712
30,4,33,197.2114
31,4,34,66.7076
32,4,39,126.4301
33,4,42,69.9249
34,4,52,119.8282
35,5,6,80.7677
36,5,7,64.1098
37,5,12,169.4450
38,5,17,130.3362
39,5,23,194.7977
40,6,4,127.5149
41,6,5,80.7677
42,6,7,109.9308
43,6,8,176.4063
44,6,12,97.3194
45,6,17,50.4275
46,6,22,194.7626
47,6,23,129.3701
48,6,34,137.4584
49,6,39,176.0770
50,6,42,166.5503
51,7,5,64.1098
52,7,6,109.9308
53,7,12,168.5951
54,7,17,148.1112
55,7,23,182.9112
56,7,39,173.9253
57,8,4,75.0610
58,8,6,176.4063
59,8,12,103.6827
60,8,17,126.5236
61,8,20,186.4869
62,8,22,66.0768
63,8,23,111.2701
64,8,32,51.1294
65,8,33,188.2311
66,8,34,43.2932
67,8,39,196.4415
68,8,42,131.1541
69,8,49,199.9628
70,8,52,179.3247
71,9,3,35.0170
72,9,21,173.0548
73,9,30,160.0541
74,9,31,186.7884
75,9,41,99.7794
76,9,46,161.3188
77,10,0,82.5192
78,10,26,106.3476
79,10,31,139.9922
80,10,44,181.7199
81,10,46,123.2140
82,10,55,194.9463
83,10,57,155.7379
84,11,15,103.0705
85,11,35,173.2309
86,11,45,124.0355
87,11,54,67.5105
88,12,4,33.7483
89,12,5,169.4450
90,12,6,97.3194
91,12,7,168.5951
92,12,8,103.6827
93,12,17,54.2886
94,12,22,100.3152
95,12,23,36.8975
96,12,32,151.2879
97,12,34,83.0004
98,12,39,116.1956
99,12,42,76.9911
100,12,52,122.0483
101,13,40,67.2159
102,13,47,109.5781
103,13,48,80.2719
104,14,26,112.5033
105,14,41,176.1343
106,14,44,48.4394
107,14,46,164.7754
108,14,49,151.4917
109,14,55,155.6705
110,14,57,93.7064
111,15,11,103.0705
112,15,35,121.1739
113,15,45,73.5436
114,15,54,170.3455
115,16,24,125.4992
116,16,28,123.0288
117,16,29,107.5412
118,16,50,158.7497
119,17,4,79.7930
120,17,5,130.3362
121,17,6,50.4275
122,17,7,148.1112
123,17,8,126.5236
124,17,12,54.2886
125,17,22,145.9618
126,17,23,90.5439
127,17,32,177.6444
128,17,34,89.3947
129,17,39,157.5792
130,17,42,130.3674
131,17,52,172.2675
132,18,19,57.2720
133,18,27,141.2033
134,18,35,160.3618
135,18,51,140.3217
136,19,18,57.2720
137,19,27,141.8476
138,19,35,113.3081
139,19,51,191.0045
140,20,2,130.6183
141,20,8,186.4869
142,20,24,87.2668
143,20,28,111.0529
144,20,29,114.4532
145,20,32,192.1156
146,20,34,174.3613
147,20,49,193.3342
148,20,53,153.9748
149,21,3,176.0312
150,21,9,173.0548
151,21,30,30.8325
152,21,31,82.3976
153,21,46,175.1019
154,21,56,166.7349
155,22,4,67.5126
156,22,6,194.7626
157,22,8,66.0768
158,22,12,100.3152
159,22,17,145.9618
160,22,23,84.2679
161,22,32,80.3647
162,22,33,134.2090
163,22,34,94.7830
164,22,39,151.8593
165,22,42,83.3003
166,22,52,124.3078
167,23,4,38.2427
168,23,5,194.7977
169,23,6,129.3701
170,23,7,182.9112
171,23,8,111.2701
172,23,12,36.8975
173,23,17,90.5439
174,23,22,84.2679
175,23,32,151.5955
176,23,33,197.5090
177,23,34,104.4243
178,23,39,88.2952
179,23,42,40.0937
180,23,52,86.4733
181,24,2,143.8701
182,24,16,125.4992
183,24,20,87.2668
184,24,28,69.3018
185,24,29,30.0209
186,24,50,153.2868
187,24,53,173.6099
188,25,1,66.4601
189,25,48,153.6845
190,25,58,164.6638
191,26,0,159.1997
192,26,10,106.3476
193,26,14,112.5033
194,26,44,111.9982
195,26,46,141.4882
196,26,55,106.9517
197,26,57,50.2784
198,27,18,141.2033
199,27,19,141.8476
200,27,35,129.9290
201,27,51,157.9475
202,28,2,87.2480
203,28,16,123.0288
204,28,20,111.0529
205,28,24,69.3018
206,28,29,88.0161
207,28,49,169.3671
208,28,53,116.3790
209,29,2,169.4971
210,29,16,107.5412
211,29,20,114.4532
212,29,24,30.0209
213,29,28,88.0161
214,29,50,125.7308
215,29,53,199.3634
216,30,3,168.9643
217,30,9,160.0541
218,30,21,30.8325
219,30,31,109.4669
220,30,46,190.4380
221,30,56,190.7984
222,31,0,194.5646
223,31,3,173.7148
224,31,9,186.7884
225,31,10,139.9922
226,31,21,82.3976
227,31,30,109.4669
228,31,41,193.1948
229,31,46,112.8586
230,31,56,166.1521
231,32,2,186.2705
232,32,4,119.6712
233,32,8,51.1294
234,32,12,151.2879
235,32,17,177.6444
236,32,20,192.1156
237,32,22,80.3647
238,32,23,151.5955
239,32,33,165.7681
240,32,34,92.3355
241,32,42,161.5956
242,32,49,157.0089
243,32,53,175.8947
244,33,4,197.2114
245,33,8,188.2311
246,33,22,134.2090
247,33,23,197.5090
248,33,32,165.7681
249,33,42,170.0623
250,33,47,198.4481
251,33,52,173.0181
252,34,4,66.7076
253,34,6,137.4584
254,34,8,43.2932
255,34,12,83.0004
256,34,17,89.3947
257,34,20,174.3613
258,34,22,94.7830
259,34,23,104.4243
260,34,32,92.3355
261,34,39,192.6763
262,34,42,135.3754
263,34,52,185.5146
264,35,11,173.2309
265,35,15,121.1739
266,35,18,160.3618
267,35,19,113.3081
268,35,27,129.9290
269,35,45,194.2255
270,36,38,123.4307
271,36,56,104.4778
272,37,40,167.9619
273,37,47,178.2154
274,37,48,185.4782
275,37,58,87.0241
