id,source,target,distance
0,0,12,79.5039
1,0,13,110.7850
2,0,32,84.3411
3,0,38,35.3710
4,0,39,155.4755
5,0,58,54.9908
6,1,5,166.0982
7,1,42,154.7590
8,1,44,145.5518
9,2,6,177.7750
10,2,7,78.5930
11,2,9,134.7636
12,2,25,44.5321
13,2,30,69.7984
14,2,47,45.5540
15,2,51,171.0415
16,3,8,139.2973
17,3,10,185.3911
18,3,23,115.7720
19,3,26,47.0932
20,3,28,171.7108
21,3,36,139.9577
22,3,37,160.8387
23,3,43,194.3173
24,3,45,65.6761
25,3,46,137.5771
26,3,54,183.6385
27,4,15,135.1672
28,4,22,46.7373
29,4,27,116.8543
30,4,33,92.8327
31,5,1,166.0982
32,5,10,185.3548
33,5,24,134.1132
34,5,28,190.9911
35,5,44,186.2645
36,5,52,128.9489
37,6,2,177.7750
38,6,7,115.2253
39,6,9,83.4566
40,6,14,184.8341
41,6,17,186.9162
42,6,20,193.9966
43,6,25,195.6660
44,6,34,184.9467
45,6,51,118.7544
46,6,59,71.6079
47,7,2,78.5930
48,7,6,115.2253
49,7,9,56.2869
50,7,25,82.2693
51,7,30,121.0532
52,7,47,118.6507
53,7,51,159.9036
54,7,59,186.2968
55,8,3,139.2973
56,8,10,99.1238
57,8,18,142.0090
58,8,24,152.0487
59,8,26,113.0230
60,8,28,109.2923
61,8,36,46.7384
62,8,37,129.7080
63,8,43,118.5876
64,8,45,158.7344
65,9,2,134.7636
66,9,6,83.4566
67,9,7,56.2869
68,9,25,134.8060
69,9,30,172.7290
70,9,47,173.1162
71,9,51,170.3180
72,9,59,153.0653
73,10,3,185.3911
74,10,5,185.3548
75,10,8,99.1238
76,10,24,75.8290
77,10,26,140.6943
78,10,28,27.7296
79,10,36,57.2639
80,10,44,146.1326
81,10,52,163.2741
82,11,39,152.2574
83,11,48,105.7008
84,11,58,196.2665
85,12,0,79.5039
86,12,13,97.2677
87,12,32,115.7754
88,12,38,105.2579
89,12,41,182.9390
90,12,58,134.1115
91,13,0,110.7850
92,13,12,97.2677
93,13,32,188.0009
94,13,38,145.9356
95,13,39,130.5793
96,13,55,147.0055
97,13,58,152.0992
98,14,6,184.8341
99,14,17,49.9968
100,14,20,88.0649
101,14,47,179.8455
102,14,49,127.7409
103,14,50,20.4239
104,14,51,66.0802
105,14,59,192.2593
106,15,4,135.1672
107,15,22,112.5024
108,15,33,178.4207
109,15,40,98.1332
110,16,40,149.2116
111,17,6,186.9162
112,17,14,49.9968
113,17,20,38.1537
114,17,34,172.0006
115,17,35,196.3901
116,17,49,114.9294
117,17,50,43.6350
118,17,51,78.9274
119,17,59,175.1999
120,18,8,142.0090
121,18,36,183.7870
122,18,37,128.2089
123,18,43,75.2031
124,19,37,154.7058
125,19,43,190.2932
126,19,45,198.4560
127,19,56,120.0524
128,20,6,193.9966
129,20,14,88.0649
130,20,17,38.1537
131,20,34,141.5906
132,20,35,178.4308
133,20,49,122.3890
134,20,50,80.6852
135,20,51,102.7404
136,20,59,167.7095
137,21,23,169.0784
138,21,31,175.7984
139,21,35,107.8532
140,21,46,149.0787
141,21,49,165.2472
142,21,57,156.4272
143,22,4,46.7373
144,22,15,112.5024
145,22,27,132.6864
146,22,33,71.8604
147,23,3,115.7720
148,23,21,169.0784
149,23,26,145.0012
150,23,31,191.6919
151,23,45,140.8792
152,23,46,30.0203
153,23,54,162.0260
154,24,5,134.1132
155,24,8,152.0487
156,24,10,75.8290
157,24,28,97.6055
158,24,36,123.5885
159,24,44,181.5045
160,24,52,87.9259
161,25,2,44.5321
162,25,6,195.6660
163,25,7,82.2693
164,25,9,134.8060
165,25,30,38.8197
