id,source,target,distance
0,0,23,90.9569
1,0,34,103.8890
2,0,41,127.3022
3,0,53,128.5807
4,0,55,69.7492
5,1,7,167.6104
6,1,9,110.2783
7,1,10,176.3278
8,1,22,177.1762
9,1,28,96.5106
10,1,42,69.4706
11,1,52,96.0426
12,2,18,134.8309
13,2,31,95.7187
14,2,38,153.9152
15,2,46,117.5925
16,2,52,176.8496
17,2,56,115.5695
18,3,6,141.1853
19,3,11,137.2434
20,3,12,185.4873
21,3,14,139.5120
22,3,17,119.6843
23,3,32,50.3824
24,3,34,185.9116
25,3,38,147.8558
26,3,50,43.9560
27,3,53,157.0157
28,3,56,186.5738
29,4,14,102.1785
30,4,33,140.5797
31,4,48,65.7108
32,4,54,50.0206
33,5,13,182.0174
34,5,15,51.9102
35,5,20,141.9737
36,5,25,185.5940
37,5,26,193.1443
38,5,51,121.8047
39,5,59,196.6418
40,6,3,141.1853
41,6,11,10.2758
42,6,12,104.0513
43,6,17,179.5479
44,6,31,168.3165
45,6,32,93.3715
46,6,38,135.4439
47,6,50,175.9406
48,6,53,190.1746
49,6,56,154.9418
50,7,1,167.6104
51,7,9,170.7758
52,7,10,112.9553
53,7,19,99.9744
54,7,22,93.7506
55,7,40,133.9177
56,7,42,106.7805
57,7,58,115.2412
58,8,17,199.3246
59,8,33,130.9070
60,8,43,25.2935
61,9,1,110.2783
62,9,7,170.7758
63,9,10,105.4836
64,9,22,118.8480
65,9,28,68.5153
66,9,29,171.2886
67,9,36,162.8774
68,9,42,84.5574
69,9,52,192.9655
70,10,1,176.3278
71,10,7,112.9553
72,10,9,105.4836
73,10,19,137.6540
74,10,22,21.1059
75,10,28,173.3232
76,10,42,111.0791
77,10,58,192.2014
78,11,3,137.2434
79,11,6,10.2758
80,11,12,95.4537
81,11,17,182.8528
82,11,31,178.5283
83,11,32,88.2881
84,11,38,142.2778
85,11,50,170.3628
86,11,53,180.1110
87,11,56,163.3122
88,12,3,185.4873
89,12,6,104.0513
90,12,11,95.4537
91,12,23,129.0729
92,12,32,138.8244
93,12,34,164.4215
94,12,53,134.2977
95,12,55,153.7648
96,13,5,182.0174
97,13,15,187.1739
98,13,25,178.9803
99,13,28,191.6063
100,13,29,173.9628
101,13,47,195.1132
102,13,52,164.4058
103,14,3,139.5120
104,14,4,102.1785
105,14,17,184.7864
106,14,32,189.0832
107,14,33,180.7437
108,14,48,166.8899
109,14,50,113.2889
110,14,54,137.5894
111,15,5,51.9102
112,15,13,187.1739
113,15,20,114.7889
114,15,51,164.2374
115,15,59,173.2685
116,16,27,80.2492
117,16,30,114.0051
118,16,35,136.1591
119,16,39,58.1784
120,16,45,132.0410
121,17,3,119.6843
122,17,6,179.5479
123,17,8,199.3246
124,17,11,182.8528
125,17,14,184.7864
126,17,31,190.1941
127,17,32,138.7243
128,17,38,75.9450
129,17,43,174.8520
130,17,50,154.4956
131,17,56,106.6297
132,18,2,134.8309
133,18,44,140.4107
134,18,46,74.6420
135,19,7,99.9744
136,19,10,137.6540
137,19,22,118.6037
138,19,40,137.3896
139,19,42,194.8813
140,19,58,65.3871
141,20,5,141.9737
142,20,15,114.7889
143,20,30,165.2853
144,20,51,185.9806
145,20,59,58.6390
146,21,24,184.1398
147,21,37,91.7710
148,22,1,177.1762
149,22,7,93.7506
150,22,9,118.8480
151,22,10,21.1059
152,22,19,118.6037
153,22,28,185.0533
154,22,42,109.0766
155,22,58,171.5157
156,23,0,90.9569
157,23,12,129.0729
158,23,34,126.0544
159,23,41,195.3041
160,23,53,125.4112
161,23,55,25.5527
162,24,21,184.1398
163,24,36,147.9847
164,24,37,96.7510
