id,source,target,distance
0,0,28,182.2549
1,0,31,180.9055
2,0,32,92.5035
3,0,39,170.0272
4,0,43,194.8088
5,0,53,77.7502
6,0,55,121.5952
7,1,2,188.5644
8,1,5,135.5508
9,1,20,158.1853
10,1,25,101.7018
11,1,36,173.0433
12,2,1,188.5644
13,2,5,119.6976
14,2,20,50.6482
15,2,45,195.1613
16,2,53,159.0258
17,2,57,72.0877
18,3,29,191.1132
19,3,33,102.6090
20,3,42,126.9222
21,3,56,130.2327
22,4,28,182.5082
23,4,29,81.9625
24,4,30,96.2505
25,4,31,175.0655
26,4,37,155.6875
27,4,52,93.2653
28,4,54,34.3245
29,4,56,170.9658
30,4,58,79.8027
31,5,1,135.5508
32,5,2,119.6976
33,5,20,131.9376
34,5,57,122.4071
35,6,37,143.5727
36,6,44,136.8566
37,7,10,148.0993
38,7,14,192.8756
39,7,15,79.3115
40,7,24,122.5265
41,7,27,124.3255
42,7,35,181.0489
43,8,13,144.1423
44,8,28,190.3450
45,8,31,199.3745
46,8,40,109.1182
47,8,45,197.8532
48,8,56,187.1382
49,9,12,170.8412
50,9,34,160.4199
51,9,55,177.9417
52,9,57,178.1056
53,10,7,148.0993
54,10,22,66.0717
55,10,35,105.1589
56,11,14,71.7000
57,11,24,192.6406
58,11,27,183.9272
59,11,35,164.3005
60,11,47,62.3439
61,12,9,170.8412
62,12,34,97.2063
63,12,43,132.7892
64,12,49,159.5356
65,12,55,125.5826
66,13,8,144.1423
67,13,19,183.6559
68,13,40,35.1461
69,13,42,168.6530
70,13,46,176.7506
71,13,59,106.2109
72,14,7,192.8756
73,14,11,71.7000
74,14,15,186.6329
75,14,24,137.6303
76,14,27,128.7310
77,14,35,114.0013
78,14,47,27.3055
79,15,7,79.3115
80,15,14,186.6329
81,15,24,64.7372
82,15,27,71.3372
83,16,33,167.8422
84,16,50,155.5720
85,17,18,47.7519
86,17,19,173.1319
87,17,26,111.8283
88,17,36,198.4844
89,17,45,90.5802
90,18,17,47.7519
91,18,19,142.4473
92,18,26,70.5811
93,18,36,185.0392
94,18,45,137.1512
95,18,46,183.4785
96,19,13,183.6559
97,19,17,173.1319
98,19,18,142.4473
99,19,26,165.4140
100,19,40,198.3597
101,19,46,41.2333
102,19,59,188.5914
103,20,1,158.1853
104,20,2,50.6482
105,20,5,131.9376
106,20,45,154.9996
107,20,53,198.4731
108,20,57,121.9919
109,21,23,173.0325
110,21,36,164.3393
111,21,38,29.5343
112,21,41,100.5740
113,21,48,117.1366
114,21,51,198.7025
115,22,10,66.0717
116,22,35,117.5615
117,22,42,165.2383
118,23,21,173.0325
119,23,38,146.9791
120,23,41,75.3370
121,23,48,125.1555
122,23,51,29.4869
123,24,7,122.5265
124,24,11,192.6406
125,24,14,137.6303
126,24,15,64.7372
127,24,27,8.9234
128,24,47,164.5469
129,25,1,101.7018
130,25,36,75.9868
131,26,17,111.8283
132,26,18,70.5811
133,26,19,165.4140
134,26,36,140.4245
135,26,45,190.8550
136,27,7,124.3255
137,27,11,183.9272
138,27,14,128.7310
139,27,15,71.3372
140,27,24,8.9234
141,27,35,194.2712
142,27,47,155.6722
143,28,0,182.2549
144,28,4,182.5082
145,28,8,190.3450
146,28,29,151.6221
147,28,31,9.2380
148,28,32,122.0880
149,28,54,181.6611
150,28,56,130.8357
151,29,3,191.1132
152,29,4,81.9625
153,29,28,151.6221
154,29,30,177.1784
155,29,31,147.4873
156,29,33,196.7412
157,29,52,174.7269
158,29,54,110.0374
159,29,56,92.3744
160,29,58,131.3766
161,30,4,96.2505
162,30,29,177.1784
163,30,37,116.8705
164,30,52,6.8206
165,30,54,80.9402
166,30,58,87.8697
167,31,0,180.9055
168,31,4,175.0655
169,31,8,199.3745
170,31,28,9.2380
171,31,29,147.4873
172,31,32,116.7506
173,31,54,173.3074
174,31,56,132.6118
175,32,0,92.5035
176,32,28,122.0880
177,32,31,116.7506
178,32,39,147.1784
179,32,53,169.9694
180,32,54,195.8351
181,32,55,197.8629
182,33,3,102.6090
183,33,16,167.8422
184,33,29,196.7412
185,33,42,195.6563
186,33,56,183.2238
187,34,9,160.4199
188,34,12,97.2063
189,35,7,181.0489
190,35,10,105.1589
191,35,11,164.3005
192,35,14,114.0013
193,35,22,117.5615
194,35,27,194.2712
195,35,47,104.7174
196,36,1,173.0433
197,36,17,198.4844
198,36,18,185.0392
199,36,21,164.3393
200,36,25,75.9868
201,36,26,140.4245
202,36,38,160.4977
203,37,4,155.6875
204,37,6,143.5727
205,37,30,116.8705
206,37,44,183.7311
207,37,50,175.0361
208,37,52,123.1122
209,37,54,166.5015
210,37,58,78.5608
211,38,21,29.5343
212,38,23,146.9791
213,38,36,160.4977
214,38,41,78.1113
215,38,48,111.6119
216,38,51,171.5033
217,39,0,170.0272
218,39,32,147.1784
219,39,43,78.6577
220,39,49,108.9032
221,39,55,181.2615
222,40,8,109.1182
223,40,13,35.1461
224,40,19,198.3597
225,40,42,177.5204
226,40,46,198.0044
227,40,59,141.2202
228,41,21,100.5740
229,41,23,75.3370
230,41,38,78.1113
231,41,48,71.4546
232,41,51,103.5652
233,42,3,126.9222
234,42,13,168.6530
235,42,22,165.2383
236,42,33,195.6563
237,42,40,177.5204
238,42,59,174.9638
239,43,0,194.8088
240,43,12,132.7892
241,43,39,78.6577
242,43,49,59.2535
243,43,55,151.6819
244,44,6,136.8566
245,44,37,183.7311
246,44,50,93.9441
247,45,2,195.1613
248,45,8,197.8532
249,45,17,90.5802
250,45,18,137.1512
251,45,20,154.9996
252,45,26,190.8550
253,46,13,176.7506
254,46,18,183.4785
255,46,19,41.2333
256,46,40,198.0044
257,46,59,159.6795
258,47,11,62.3439
259,47,14,27.3055
260,47,24,164.5469
261,47,27,155.6722
262,47,35,104.7174
263,48,21,117.1366
264,48,23,125.1555
265,48,38,111.6119
266,48,41,71.4546
267,48,51,154.2191
268,49,12,159.5356
269,49,39,108.9032
270,49,43,59.2535
271,50,16,155.5720
272,50,37,175.0361
273,50,44,93.9441
274,51,21,198.7025
275,51,23,29.4869
276,51,38,171.5033
277,51,41,103.5652
278,51,48,154.2191
279,52,4,93.2653
280,52,29,174.7269
281,52,30,6.8206
282,52,37,123.1122
283,52,54,76.0222
284,52,58,90.7868
285,53,0,77.7502
286,53,2,159.0258
287,53,20,198.4731
288,53,32,169.9694
289,53,55,95.8708
290,53,57,134.2587
291,54,4,34.3245
292,54,28,181.6611
293,54,29,110.0374
294,54,30,80.9402
295,54,31,173.3074
296,54,32,195.8351
297,54,37,166.5015
298,54,52,76.0222
299,54,56,193.3533
300,54,58,98.3901
301,55,0,121.5952
302,55,9,177.9417
303,55,12,125.5826
304,55,32,197.8629
305,55,39,181.2615
306,55,43,151.6819
307,55,53,95.8708
308,55,57,178.2610
309,56,3,130.2327
310,56,4,170.9658
311,56,8,187.1382
312,56,28,130.8357
313,56,29,92.3744
314,56,31,132.6118
315,56,33,183.2238
316,56,54,193.3533
317,57,2,72.0877
318,57,5,122.4071
319,57,9,178.1056
320,57,20,121.9919
321,57,53,134.2587
322,57,55,178.2610
323,58,4,79.8027
324,58,29,131.3766
325,58,30,87.8697
326,58,37,78.5608
327,58,52,90.7868
328,58,54,98.3901
329,59,13,106.2109
330,59,19,188.5914
331,59,40,141.2202
332,59,42,174.9638
333,59,46,159.6795
