id,source,target,distance
0,0,6,46.7200
1,0,18,160.1833
2,0,20,130.3621
3,0,21,133.0748
4,0,23,164.2924
5,0,33,73.9779
6,0,34,171.8125
7,0,38,147.8033
8,0,48,118.1263
9,0,51,187.9805
10,1,7,184.2523
11,1,10,114.6672
12,1,17,199.0097
13,1,22,65.0925
14,1,28,164.2976
15,1,43,115.6598
16,1,46,155.3471
17,1,50,135.4959
18,2,5,198.2773
19,2,30,106.3551
20,3,12,143.2641
21,3,25,179.5637
22,3,45,183.7600
23,3,52,104.2824
24,3,54,105.8168
25,4,12,199.9715
26,4,15,108.3368
27,4,24,146.5659
28,4,26,161.8310
29,4,27,80.5256
30,4,31,199.7667
31,4,37,122.5075
32,4,44,106.7174
33,4,53,87.4320
34,4,59,194.6805
35,5,2,198.2773
36,5,24,190.2386
37,5,26,183.6726
38,5,30,92.9467
39,5,32,162.8487
40,5,35,177.6396
41,6,0,46.7200
42,6,9,161.7516
43,6,18,179.5781
44,6,20,106.6592
45,6,21,154.4886
46,6,23,190.9953
47,6,33,60.5266
48,6,34,125.1099
49,6,38,154.0475
50,6,48,71.9212
51,7,1,184.2523
52,7,10,175.3918
53,7,17,196.8226
54,7,29,135.7941
55,7,43,157.6151
56,8,17,95.1791
57,8,29,156.5777
58,8,43,168.5799
59,9,6,161.7516
60,9,14,188.8914
61,9,20,116.5840
62,9,33,197.2081
63,9,34,72.9589
64,9,41,129.5988
65,9,48,110.5076
66,10,1,114.6672
67,10,7,175.3918
68,10,22,65.5596
69,11,13,189.8065
70,11,16,10.0654
71,11,19,183.1901
72,11,25,113.7265
73,11,40,94.5772
74,11,49,180.5707
75,12,3,143.2641
76,12,4,199.9715
77,12,25,160.2672
78,12,31,133.1660
79,12,44,166.3435
80,12,45,105.0876
81,12,52,41.8691
82,12,54,61.6197
83,13,11,189.8065
84,13,16,197.0839
85,13,19,96.0067
86,13,49,10.6142
87,14,9,188.8914
88,14,20,105.8878
89,14,21,135.2155
90,14,38,85.8834
91,14,39,86.4748
92,14,41,139.9120
93,14,42,151.8996
94,14,56,153.6182
95,14,57,136.9297
96,15,4,108.3368
97,15,27,58.4147
98,15,31,156.2112
99,15,36,134.9911
100,15,37,22.0497
101,15,47,174.7704
102,15,53,195.2705
103,15,59,194.0129
104,16,11,10.0654
105,16,13,197.0839
106,16,19,186.1330
107,16,25,103.6619
108,16,40,93.6389
109,16,49,188.0439
110,17,1,199.0097
111,17,7,196.8226
112,17,8,95.1791
113,17,29,199.9646
114,17,43,83.8624
115,17,46,112.1412
116,18,0,160.1833
117,18,6,179.5781
118,18,23,32.1750
119,18,33,129.1144
120,18,36,183.4606
121,18,40,160.9350
122,19,11,183.1901
123,19,13,96.0067
124,19,16,186.1330
125,19,49,98.4112
126,20,0,130.3621
127,20,6,106.6592
128,20,9,116.5840
129,20,14,105.8878
130,20,21,128.6743
131,20,33,165.6118
132,20,34,136.5151
133,20,38,93.3687
134,20,39,176.2816
135,20,41,155.2498
136,20,48,118.6895
137,21,0,133.0748
138,21,6,154.4886
139,21,14,135.2155
140,21,20,128.6743
141,21,38,50.6076
142,21,39,132.4355
143,21,51,108.3263
144,22,1,65.0925
145,22,10,65.5596
146,22,43,176.5423
147,22,50,172.9987
148,23,0,164.2924
149,23,6,190.9953
150,23,18,32.1750
151,23,33,147.2749
152,23,36,156.3828
153,23,40,186.9453
154,24,4,146.5659
155,24,5,190.2386
156,24,26,15.5904
157,24,27,160.2429
158,24,35,197.0099
159,24,44,192.1857
160,24,53,145.4237
161,24,59,132.5384
162,25,3,179.5637
163,25,11,113.7265
164,25,12,160.2672
165,25,16,103.6619
166,25,31,116.0072
167,25,40,135.9699
168,25,52,165.9260
169,25,54,193.9142
170,26,4,161.8310
171,26,5,183.6726
172,26,24,15.5904
173,26,27,172.0878
174,26,53,159.9370
175,26,59,130.5635
176,27,4,80.5256
177,27,15,58.4147
178,27,24,160.2429
179,27,26,172.0878
180,27,36,169.6995
181,27,37,80.3257
182,27,44,187.2177
183,27,47,174.4978
184,27,53,164.3845
185,27,59,144.6449
186,28,1,164.2976
187,28,43,191.0649
188,28,46,126.4550
189,28,47,133.9411
190,28,50,34.2241
191,28,59,171.9309
192,29,7,135.7941
193,29,8,156.5777
194,29,17,199.9646
195,30,2,106.3551
196,30,5,92.9467
197,31,4,199.7667
198,31,12,133.1660
199,31,15,156.2112
200,31,25,116.0072
201,31,37,137.3994
202,31,40,175.9140
203,31,52,165.7787
204,31,54,192.1498
205,32,5,162.8487
206,33,0,73.9779
207,33,6,60.5266
208,33,9,197.2081
209,33,18,129.1144
210,33,20,165.6118
211,33,23,147.2749
212,33,34,140.8249
213,33,48,88.0536
214,33,55,196.4460
215,34,0,171.8125
216,34,6,125.1099
217,34,9,72.9589
218,34,20,136.5151
219,34,33,140.8249
220,34,48,55.2747
221,34,55,153.2869
222,35,5,177.6396
223,35,24,197.0099
224,35,44,137.6508
225,35,53,126.6627
226,36,15,134.9911
227,36,18,183.4606
228,36,23,156.3828
229,36,27,169.6995
230,36,37,129.3244
231,36,47,105.0548
232,37,4,122.5075
233,37,15,22.0497
234,37,27,80.3257
235,37,31,137.3994
236,37,36,129.3244
237,37,47,182.5937
238,38,0,147.8033
239,38,6,154.0475
240,38,14,85.8834
241,38,20,93.3687
242,38,21,50.6076
243,38,39,105.4283
244,38,48,197.6909
245,38,51,157.1388
246,39,14,86.4748
247,39,20,176.2816
248,39,21,132.4355
249,39,38,105.4283
250,39,56,163.8279
251,39,57,128.3624
252,40,11,94.5772
253,40,16,93.6389
254,40,18,160.9350
255,40,23,186.9453
256,40,25,135.9699
257,40,31,175.9140
258,41,9,129.5988
259,41,14,139.9120
260,41,20,155.2498
261,41,42,89.8458
262,41,56,168.0270
263,41,57,186.6860
264,42,14,151.8996
265,42,41,89.8458
266,42,56,89.5876
267,42,57,121.0816
268,43,1,115.6598
269,43,7,157.6151
270,43,8,168.5799
271,43,17,83.8624
272,43,22,176.5423
273,43,28,191.0649
274,43,46,95.1935
275,43,50,180.0808
276,44,4,106.7174
277,44,12,166.3435
278,44,24,192.1857
279,44,27,187.2177
280,44,35,137.6508
281,44,45,119.0193
282,44,52,191.5682
283,44,53,46.9499
284,44,54,184.8811
285,45,3,183.7600
286,45,12,105.0876
287,45,44,119.0193
288,45,52,103.3458
289,45,53,165.8855
290,45,54,83.0898
291,46,1,155.3471
292,46,17,112.1412
293,46,28,126.4550
294,46,43,95.1935
295,46,50,132.3425
296,47,15,174.7704
297,47,27,174.4978
298,47,28,133.9411
299,47,36,105.0548
300,47,37,182.5937
301,47,50,159.7733
302,47,59,164.7341
303,48,0,118.1263
304,48,6,71.9212
305,48,9,110.5076
306,48,20,118.6895
307,48,33,88.0536
308,48,34,55.2747
309,48,38,197.6909
310,48,55,169.4007
311,49,11,180.5707
312,49,13,10.6142
313,49,16,188.0439
314,49,19,98.4112
315,50,1,135.4959
316,50,22,172.9987
317,50,28,34.2241
318,50,43,180.0808
319,50,46,132.3425
320,50,47,159.7733
321,50,59,163.8068
322,51,0,187.9805
323,51,21,108.3263
324,51,38,157.1388
325,51,58,119.4908
326,52,3,104.2824
327,52,12,41.8691
328,52,25,165.9260
329,52,31,165.7787
330,52,44,191.5682
331,52,45,103.3458
332,52,54,28.8402
333,53,4,87.4320
334,53,15,195.2705
335,53,24,145.4237
336,53,26,159.9370
337,53,27,164.3845
338,53,35,126.6627
339,53,44,46.9499
340,53,45,165.8855
341,54,3,105.8168
342,54,12,61.6197
343,54,25,193.9142
344,54,31,192.1498
345,54,44,184.8811
346,54,45,83.0898
347,54,52,28.8402
348,55,33,196.4460
349,55,34,153.2869
350,55,48,169.4007
351,56,14,153.6182
352,56,39,163.8279
353,56,41,168.0270
354,56,42,89.5876
355,56,57,41.6931
356,57,14,136.9297
357,57,39,128.3624
358,57,41,186.6860
359,57,42,121.0816
360,57,56,41.6931
361,58,51,119.4908
362,59,4,194.6805
363,59,15,194.0129
364,59,24,132.5384
365,59,26,130.5635
366,59,27,144.6449
367,59,28,171.9309
368,59,47,164.7341
369,59,50,163.8068
