id,source,target,distance
0,0,8,56.3952
1,0,19,180.1342
2,0,20,165.6968
3,0,22,174.2161
4,0,24,182.9935
5,0,41,149.7118
6,0,55,156.8466
7,0,56,132.7047
8,0,57,135.5018
9,0,76,60.5194
10,0,96,160.7689
11,0,104,134.7150
12,1,4,130.0173
13,1,25,125.1830
14,1,29,53.0090
15,1,42,179.3350
16,1,48,168.4752
17,1,53,89.7917
18,1,61,92.6409
19,1,71,150.2480
20,1,72,139.8919
21,1,73,129.6564
22,1,84,193.4942
23,1,114,95.8059
24,2,5,75.4472
25,2,11,45.7488
26,2,17,126.4154
27,2,28,82.2426
28,2,36,30.7572
29,2,59,115.6055
30,2,60,119.0460
31,2,65,128.8745
32,2,85,155.9752
33,2,88,170.8973
34,2,100,160.6603
35,2,113,60.3581
36,3,8,167.0130
37,3,22,48.7834
38,3,24,43.5787
39,3,55,64.2674
40,3,96,71.0398
41,3,119,177.5500
42,4,1,130.0173
43,4,16,178.2296
44,4,23,120.8040
45,4,29,182.9813
46,4,30,99.5321
47,4,42,67.2867
48,4,48,142.6047
49,4,53,124.0665
50,4,72,199.2432
51,4,73,113.5787
52,4,83,101.1638
53,4,89,193.4001
54,4,109,183.4195
55,4,115,185.0460
56,5,2,75.4472
57,5,11,74.6465
58,5,17,53.3263
59,5,28,78.4742
60,5,36,44.7684
61,5,59,190.9504
62,5,60,165.8699
63,5,70,139.0685
64,5,100,115.7327
65,5,113,51.1302
66,6,49,193.3323
67,6,63,187.6799
68,6,67,161.1399
69,6,77,136.7280
70,6,80,34.4608
71,6,93,102.5098
72,6,97,61.1316
73,6,108,154.8399
74,7,10,181.6266
75,7,23,167.0583
76,7,30,177.4955
77,7,42,184.9419
78,7,54,103.0008
79,7,66,157.5630
80,7,75,137.8041
81,7,83,102.9636
82,7,89,169.9192
83,7,103,171.6997
84,7,109,149.5330
85,7,110,30.7164
86,7,116,173.9833
87,8,0,56.3952
88,8,3,167.0130
89,8,19,186.9168
90,8,22,121.7638
91,8,24,130.1175
92,8,41,195.2509
93,8,55,104.4676
94,8,56,164.3544
95,8,57,160.3085
96,8,76,65.9841
97,8,96,121.9720
98,8,104,184.0169
99,9,12,145.2842
100,9,15,93.3794
101,9,35,41.2384
102,9,41,158.7452
103,9,44,142.2264
104,9,50,44.5612
105,9,56,143.1768
106,9,63,171.1669
107,9,77,97.5616
108,9,84,188.9540
109,9,104,182.8548
110,9,106,191.8518
111,10,7,181.6266
112,10,16,172.1907
113,10,23,153.6806
114,10,27,48.5477
115,10,30,177.6010
116,10,32,107.0481
117,10,37,102.1234
118,10,43,169.1773
119,10,54,78.7170
120,10,68,65.8532
121,10,78,94.0555
122,10,89,82.3829
123,10,99,23.9989
124,10,110,159.6287
125,11,2,45.7488
126,11,5,74.6465
127,11,17,112.5155
128,11,28,117.3636
129,11,36,47.7967
130,11,59,134.7989
131,11,60,164.5822
132,11,65,144.7845
133,11,70,197.3915
134,11,85,197.8952
135,11,88,198.1138
136,11,100,122.9938
137,11,113,89.2171
138,12,9,145.2842
139,12,15,55.1346
140,12,25,133.2130
141,12,34,141.6574
142,12,35,110.6767
143,12,45,108.8503
144,12,50,105.2129
145,12,51,196.8626
146,12,63,179.2323
147,12,71,139.4650
148,12,84,102.3120
149,12,86,165.0324
150,12,90,163.5922
151,12,106,129.3792
152,12,114,148.9234
153,13,14,65.9593
154,13,20,157.3417
155,13,26,184.8779
156,13,31,134.4447
157,13,58,103.7677
158,13,62,127.1681
159,13,64,174.0375
160,13,74,64.8655
161,13,79,151.4748
162,13,82,51.7988
163,13,87,105.2713
164,13,92,140.7157
165,13,101,55.0765
166,13,102,29.9572
167,13,105,143.7272
168,13,107,72.3228
169,13,111,178.8580
170,13,112,44.5015
171,13,117,194.0177
172,13,118,114.8921
173,14,13,65.9593
174,14,20,134.6977
175,14,58,150.7328
176,14,62,166.0521
177,14,64,131.8780
178,14,74,36.3265
179,14,79,147.6743
180,14,82,70.2312
181,14,87,65.0549
182,14,101,20.6332
183,14,102,44.6852
184,14,107,107.9467
185,14,112,110.1353
186,14,118,70.5587
187,15,9,93.3794
188,15,12,55.1346
189,15,25,180.7715
190,15,34,176.3240
191,15,35,65.5720
192,15,44,197.6233
193,15,45,155.1915
194,15,50,50.8383
195,15,63,147.2644
196,15,71,192.3408
197,15,77,187.0046
198,15,84,134.2659
199,15,86,199.0350
200,15,90,165.2738
201,15,106,152.4545
202,16,4,178.2296
203,16,10,172.1907
204,16,23,87.3682
205,16,26,124.7963
206,16,27,163.0478
207,16,30,91.5275
208,16,31,171.1561
209,16,32,105.9130
210,16,37,70.1728
211,16,42,115.0093
212,16,43,98.9726
213,16,48,104.0989
214,16,51,184.5088
215,16,53,180.1991
216,16,54,191.2850
217,16,68,134.2545
218,16,78,78.3309
219,16,89,99.6259
220,16,91,183.2350
221,16,92,181.4427
222,16,99,166.4701
223,16,105,178.3841
224,16,111,188.4327
225,17,2,126.4154
226,17,5,53.3263
227,17,11,112.5155
228,17,28,123.2723
229,17,36,96.5956
230,17,70,87.1459
231,17,100,86.7031
232,17,113,100.7772
233,18,19,91.4755
234,18,57,101.4377
235,18,118,197.3785
236,19,0,180.1342
237,19,8,186.9168
238,19,18,91.4755
239,19,55,195.4289
240,19,57,65.6649
241,19,96,143.3800
242,20,0,165.6968
243,20,13,157.3417
244,20,14,134.6977
245,20,41,133.9144
246,20,44,159.3547
247,20,56,180.0197
248,20,57,166.8132
249,20,74,102.9565
250,20,82,194.8384
251,20,87,195.8449
252,20,101,121.6045
253,20,102,161.5782
254,20,104,112.0719
255,20,107,117.1870
256,20,112,179.4137
257,20,117,195.9589
258,20,118,70.4971
259,21,46,140.7804
260,21,49,106.3925
261,21,67,142.0831
262,21,94,117.7362
263,21,98,22.4484
264,21,119,85.8172
265,22,0,174.2161
266,22,3,48.7834
267,22,8,121.7638
268,22,24,9.1446
269,22,55,17.3901
270,22,76,180.8561
271,22,96,62.0995
272,22,119,174.3777
273,23,4,120.8040
274,23,7,167.0583
275,23,10,153.6806
276,23,16,87.3682
277,23,27,170.1508
278,23,30,23.9240
279,23,32,147.7416
280,23,37,80.8222
281,23,42,55.7864
282,23,43,171.8848
283,23,48,136.2877
284,23,53,182.7509
285,23,54,134.6735
286,23,68,151.5028
287,23,78,90.5398
288,23,83,118.0518
289,23,89,73.7270
290,23,99,160.6818
291,23,110,171.3631
292,24,0,182.9935
293,24,3,43.5787
294,24,8,130.1175
295,24,22,9.1446
296,24,55,26.1938
297,24,76,188.3110
298,24,96,68.2752
299,24,119,166.9670
300,25,1,125.1830
301,25,12,133.2130
302,25,15,180.7715
303,25,29,110.6081
304,25,45,150.1456
305,25,48,151.5363
306,25,51,115.4921
307,25,53,95.5477
308,25,61,186.4198
309,25,71,126.7680
310,25,84,68.6492
311,25,91,195.3575
312,25,106,89.9031
313,25,114,69.9328
314,26,13,184.8779
315,26,16,124.7963
316,26,27,196.3023
317,26,31,61.6467
318,26,32,124.9490
319,26,37,156.9633
320,26,43,62.6594
321,26,48,182.5501
322,26,58,141.3117
323,26,62,160.0530
324,26,68,168.1502
325,26,69,124.6837
326,26,78,156.5824
327,26,89,193.1763
328,26,91,146.2542
329,26,92,94.0943
330,26,105,54.8395
331,26,107,191.7694
332,26,111,83.9037
333,26,112,142.5883
334,26,117,195.0611
335,27,10,48.5477
336,27,16,163.0478
337,27,23,170.1508
338,27,26,196.3023
339,27,30,193.1236
