id,source,target,distance
0,0,6,174.4212
1,0,26,110.3272
2,0,31,167.9838
3,0,38,156.0348
4,0,40,137.3588
5,0,53,20.8846
6,0,59,189.2167
7,1,20,18.4141
8,1,26,191.5477
9,1,29,158.7128
10,1,31,155.2343
11,1,46,111.6385
12,1,59,72.6870
13,2,10,103.1192
14,2,15,105.8625
15,2,17,66.3695
16,2,32,36.6574
17,2,45,128.3211
18,2,48,187.0164
19,3,7,95.4308
20,3,8,88.2142
21,3,28,28.7986
22,3,41,176.3242
23,3,54,168.9417
24,3,58,150.1488
25,4,9,90.1060
26,4,11,180.3284
27,4,30,196.0840
28,4,33,64.1655
29,4,37,179.2361
30,4,39,100.3533
31,4,43,50.7662
32,4,44,170.6526
33,4,47,178.9624
34,4,50,41.6171
35,5,13,33.2217
36,5,18,186.2925
37,5,23,67.2323
38,5,35,63.4102
39,5,36,192.7443
40,5,55,174.3623
41,6,0,174.4212
42,6,24,128.5914
43,6,38,185.0751
44,6,51,106.5935
45,6,53,188.7071
46,7,3,95.4308
47,7,8,105.6750
48,7,28,115.6246
49,7,41,137.7834
50,7,54,97.8224
51,7,56,131.2373
52,7,58,184.0889
53,8,3,88.2142
54,8,7,105.6750
55,8,28,115.8512
56,8,41,97.4437
57,8,44,177.2017
58,8,54,117.1402
59,8,56,163.7769
60,8,58,78.6838
61,9,4,90.1060
62,9,11,127.2472
63,9,30,137.7689
64,9,33,58.5414
65,9,37,175.0012
66,9,39,184.3236
67,9,43,41.3023
68,9,50,130.1448
69,10,2,103.1192
70,10,15,10.8922
71,10,17,159.1422
72,10,32,117.5224
73,10,45,174.2168
74,11,4,180.3284
75,11,9,127.2472
76,11,14,190.3896
77,11,33,116.1736
78,11,37,97.4802
79,11,42,184.3168
80,11,43,154.2569
81,12,14,59.6469
82,12,42,75.5236
83,12,45,192.0740
84,12,49,4.5608
85,13,5,33.2217
86,13,16,178.1854
87,13,23,59.1650
88,13,35,91.3039
89,13,36,164.2483
90,13,55,142.4444
91,14,11,190.3896
92,14,12,59.6469
93,14,37,196.4785
94,14,42,17.4138
95,14,45,143.4233
96,14,49,59.4580
97,15,2,105.8625
98,15,10,10.8922
99,15,17,158.6993
100,15,32,116.8988
101,15,45,168.1591
102,16,13,178.1854
103,16,19,133.1707
104,16,23,171.8895
105,16,36,147.1980
106,16,41,107.6288
107,16,54,145.8920
108,16,55,35.8371
109,16,56,142.2444
110,16,58,197.2860
111,17,2,66.3695
112,17,10,159.1422
113,17,15,158.6993
114,17,32,41.8048
115,17,37,190.6182
116,17,45,90.2653
117,17,48,131.4029
118,18,5,186.2925
119,18,21,90.5401
120,18,23,154.3730
121,19,16,133.1707
122,19,27,179.3668
123,19,34,189.7097
124,19,41,166.8770
125,19,44,198.9714
126,19,55,159.2869
127,19,58,158.5769
128,20,1,18.4141
129,20,26,178.4073
130,20,29,149.3713
131,20,31,146.3985
132,20,46,110.7252
133,20,59,54.5824
134,21,18,90.5401
135,21,24,159.7985
136,22,27,143.4544
137,22,34,137.2328
138,22,38,194.2524
139,22,40,152.0755
140,22,47,125.3528
141,22,48,142.6842
142,22,52,133.3290
143,23,5,67.2323
144,23,13,59.1650
145,23,16,171.8895
146,23,18,154.3730
147,23,35,128.3963
148,23,55,137.7104
149,24,6,128.5914
150,24,21,159.7985
151,24,34,194.1983
152,24,38,138.7804
153,24,40,198.3826
154,25,30,184.0897
155,25,57,107.9310
156,26,0,110.3272
157,26,1,191.5477
158,26,20,178.4073
159,26,31,59.6928
160,26,40,158.6260
161,26,52,115.9121
162,26,53,94.9576
163,26,59,136.8528
164,27,19,179.3668
165,27,22,143.4544
166,27,34,182.2617
167,27,39,114.0279
168,27,44,130.1450
169,27,47,62.7844
170,27,50,166.3629
171,28,3,28.7986
172,28,7,115.6246
173,28,8,115.8512
174,28,54,195.9555
175,28,57,192.6211
176,28,58,172.2968
177,29,1,158.7128
178,29,20,149.3713
179,29,46,75.8468
180,29,59,144.8466
181,30,4,196.0840
182,30,9,137.7689
183,30,25,184.0897
184,30,33,194.3862
185,30,43,153.1271
186,31,0,167.9838
187,31,1,155.2343
188,31,20,146.3985
189,31,26,59.6928
190,31,52,114.6578
191,31,53,154.0139
192,31,59,120.9756
193,32,2,36.6574
194,32,10,117.5224
195,32,15,116.8988
196,32,17,41.8048
197,32,45,92.0436
198,32,48,172.6899
199,33,4,64.1655
200,33,9,58.5414
201,33,11,116.1736
202,33,30,194.3862
203,33,37,129.6158
204,33,39,136.6762
205,33,43,50.9774
206,33,50,92.5257
207,34,19,189.7097
208,34,22,137.2328
209,34,24,194.1983
210,34,27,182.2617
211,34,38,87.8111
212,34,40,95.8923
213,35,5,63.4102
214,35,13,91.3039
215,35,23,128.3963
216,36,5,192.7443
217,36,13,164.2483
218,36,16,147.1980
219,36,41,162.8323
220,36,54,132.3041
221,36,55,135.0606
222,36,56,87.2761
223,37,4,179.2361
224,37,9,175.0012
225,37,11,97.4802
226,37,14,196.4785
227,37,17,190.6182
228,37,33,129.6158
229,37,39,186.5173
230,37,42,183.0664
231,37,43,180.5390
232,37,45,157.0462
233,37,48,160.8653
234,37,50,182.7376
235,38,0,156.0348
236,38,6,185.0751
237,38,22,194.2524
238,38,24,138.7804
239,38,34,87.8111
240,38,40,60.8909
241,38,53,147.6785
242,39,4,100.3533
243,39,9,184.3236
244,39,27,114.0279
245,39,33,136.6762
246,39,37,186.5173
247,39,43,149.3604
248,39,44,137.9050
249,39,47,78.6781
