id,source,target,distance
0,0,5,169.1285
1,0,11,65.7810
2,0,32,176.8166
3,0,41,94.3599
4,0,42,58.6143
5,0,57,170.1056
6,1,15,134.8700
7,1,17,180.0194
8,1,22,149.6092
9,1,28,196.1345
10,1,37,182.6726
11,1,40,93.5863
12,1,45,42.9940
13,1,48,76.4642
14,1,49,181.9376
15,2,12,188.5050
16,2,45,180.2772
17,2,47,160.7527
18,3,5,71.5302
19,3,27,181.7031
20,3,41,148.2447
21,3,54,190.6109
22,3,57,134.2968
23,4,12,76.1018
24,4,25,155.1293
25,4,47,52.4741
26,5,0,169.1285
27,5,3,71.5302
28,5,41,98.5478
29,5,42,161.8605
30,5,57,74.6624
31,6,7,47.5367
32,6,11,186.1825
33,6,18,174.9475
34,6,30,193.5048
35,7,6,47.5367
36,7,11,141.7959
37,8,15,143.9555
38,8,22,161.6403
39,8,26,61.4411
40,8,28,123.6261
41,8,29,60.5403
42,8,41,197.7717
43,8,53,195.6941
44,8,59,181.8397
45,9,10,143.1850
46,9,27,156.6506
47,9,36,158.9791
48,9,51,165.9659
49,9,52,92.4007
50,9,54,159.7035
51,9,55,96.7409
52,10,9,143.1850
53,10,27,137.5779
54,10,36,93.3028
55,10,39,102.3736
56,10,51,137.7526
57,10,52,98.0217
58,10,54,124.6364
59,10,55,97.3575
60,11,0,65.7810
61,11,6,186.1825
62,11,7,141.7959
63,11,32,165.6919
64,11,41,149.4099
65,11,42,108.1151
66,12,2,188.5050
67,12,4,76.1018
68,12,16,172.8217
69,12,25,80.1566
70,12,33,176.5758
71,12,47,85.7468
72,12,56,157.6599
73,13,27,174.6036
74,13,39,145.0097
75,13,54,162.1351
76,14,16,125.6267
77,14,19,159.7696
78,14,33,183.0407
79,14,50,123.3447
80,14,56,148.1964
81,15,1,134.8700
82,15,8,143.9555
83,15,17,85.2108
84,15,22,31.0311
85,15,26,175.7142
86,15,28,61.5040
87,15,40,92.9950
88,15,45,173.2804
89,15,48,190.6505
90,16,12,172.8217
91,16,14,125.6267
92,16,25,106.3511
93,16,33,133.2281
94,16,43,181.7208
95,16,50,100.7848
96,16,56,25.1364
97,17,1,180.0194
98,17,15,85.2108
99,17,22,54.3713
100,17,28,82.6275
101,17,40,94.3140
102,18,6,174.9475
103,18,23,160.9894
104,18,30,94.3350
105,18,53,102.5903
106,19,14,159.7696
107,19,31,105.1508
108,19,46,111.5233
109,20,23,181.3844
110,20,31,174.6641
111,20,35,170.6218
112,20,37,173.1309
113,20,44,121.7255
114,20,46,178.5731
115,20,49,142.8342
116,20,59,175.8799
117,21,32,72.3525
118,21,42,187.9430
119,22,1,149.6092
120,22,8,161.6403
121,22,15,31.0311
122,22,17,54.3713
123,22,28,53.9133
124,22,40,86.7488
125,22,45,183.9966
126,23,18,160.9894
127,23,20,181.3844
128,23,26,161.2731
129,23,30,130.2663
130,23,44,170.9122
131,23,49,189.4643
132,23,53,117.8902
133,23,59,111.6616
134,24,34,12.7341
135,24,35,142.7427
136,24,38,103.0630
137,24,58,158.0210
138,25,4,155.1293
139,25,12,80.1566
140,25,16,106.3511
141,25,33,104.2610
142,25,43,152.1276
143,25,47,162.4463
144,25,50,126.2867
145,25,56,99.9227
146,26,8,61.4411
147,26,15,175.7142
148,26,23,161.2731
149,26,28,173.3049
150,26,29,74.8196
151,26,30,159.5327
152,26,53,147.9577
153,26,59,131.4367
154,27,3,181.7031
155,27,9,156.6506
156,27,10,137.5779
157,27,13,174.6036
158,27,39,183.3810
159,27,52,191.5189
160,27,54,17.3314
161,27,55,65.0102
162,28,1,196.1345
163,28,8,123.6261
164,28,15,61.5040
165,28,17,82.6275
166,28,22,53.9133
167,28,26,173.3049
168,28,29,177.9127
169,28,40,140.6619
170,29,8,60.5403
171,29,26,74.8196
172,29,28,177.9127
173,29,30,162.8017
174,29,41,164.3308
175,29,53,156.6906
176,30,6,193.5048
177,30,18,94.3350
178,30,23,130.2663
179,30,26,159.5327
180,30,29,162.8017
181,30,53,14.6498
182,31,19,105.1508
183,31,20,174.6641
184,31,35,196.1028
185,31,46,20.2967
186,32,0,176.8166
187,32,11,165.6919
188,32,21,72.3525
189,32,42,147.2350
190,33,12,176.5758
191,33,14,183.0407
192,33,16,133.2281
193,33,25,104.2610
194,33,43,51.7786
195,33,50,59.7583
196,33,56,146.9228
197,34,24,12.7341
198,34,35,145.0471
199,34,38,112.1290
200,34,58,163.2190
201,35,20,170.6218
202,35,24,142.7427
203,35,31,196.1028
204,35,34,145.0471
205,35,46,181.8982
206,35,58,39.8579
207,36,9,158.9791
208,36,10,93.3028
209,36,39,162.3535
210,36,51,47.9832
211,36,52,68.3253
212,36,55,168.2239
213,37,1,182.6726
214,37,20,173.1309
215,37,43,154.1024
216,37,44,99.2835
217,37,45,183.4092
218,37,48,106.2106
219,37,49,84.0557
220,37,59,182.0090
221,38,24,103.0630
222,38,34,112.1290
223,39,10,102.3736
224,39,13,145.0097
225,39,27,183.3810
226,39,36,162.3535
227,39,52,195.1862
228,39,54,166.1452
229,39,55,176.4597
230,40,1,93.5863
231,40,15,92.9950
232,40,17,94.3140
233,40,22,86.7488
234,40,28,140.6619
235,40,45,113.1978
236,40,48,169.4332
237,41,0,94.3599
238,41,3,148.2447
239,41,5,98.5478
240,41,8,197.7717
241,41,11,149.4099
242,41,29,164.3308
243,41,42,121.2303
244,41,57,139.1585
245,42,0,58.6143
246,42,5,161.8605
247,42,11,108.1151
248,42,21,187.9430
249,42,32,147.2350
250,42,41,121.2303
251,42,57,137.4181
252,43,16,181.7208
253,43,25,152.1276
254,43,33,51.7786
255,43,37,154.1024
256,43,45,187.8799
257,43,48,171.7083
258,43,50,91.6952
259,43,56,197.3069
260,44,20,121.7255
261,44,23,170.9122
262,44,37,99.2835
263,44,48,143.1503
264,44,49,24.2061
265,44,59,90.7904
266,45,1,42.9940
267,45,2,180.2772
268,45,15,173.2804
269,45,22,183.9966
270,45,37,183.4092
271,45,40,113.1978
272,45,43,187.8799
273,45,48,83.6456
274,46,19,111.5233
275,46,20,178.5731
276,46,31,20.2967
277,46,35,181.8982
278,46,58,197.1359
279,47,2,160.7527
280,47,4,52.4741
281,47,12,85.7468
282,47,25,162.4463
283,48,1,76.4642
284,48,15,190.6505
285,48,37,106.2106
286,48,40,169.4332
287,48,43,171.7083
288,48,44,143.1503
289,48,45,83.6456
290,48,49,118.9723
291,48,59,180.6110
292,49,1,181.9376
293,49,20,142.8342
294,49,23,189.4643
295,49,37,84.0557
296,49,44,24.2061
297,49,48,118.9723
298,49,59,98.3667
299,50,14,123.3447
300,50,16,100.7848
301,50,25,126.2867
302,50,33,59.7583
303,50,43,91.6952
304,50,56,121.9325
305,51,9,165.9659
306,51,10,137.7526
307,51,36,47.9832
308,51,52,76.3955
309,51,55,199.1445
310,52,9,92.4007
311,52,10,98.0217
312,52,27,191.5189
313,52,36,68.3253
314,52,39,195.1862
315,52,51,76.3955
316,52,54,185.8497
317,52,55,128.2823
318,53,8,195.6941
319,53,18,102.5903
320,53,23,117.8902
321,53,26,147.9577
322,53,29,156.6906
323,53,30,14.6498
324,53,59,194.3340
325,54,3,190.6109
326,54,9,159.7035
327,54,10,124.6364
328,54,13,162.1351
329,54,27,17.3314
330,54,39,166.1452
331,54,52,185.8497
332,54,55,64.1172
333,55,9,96.7409
334,55,10,97.3575
335,55,27,65.0102
336,55,36,168.2239
337,55,39,176.4597
338,55,51,199.1445
339,55,52,128.2823
340,55,54,64.1172
341,56,12,157.6599
342,56,14,148.1964
343,56,16,25.1364
344,56,25,99.9227
345,56,33,146.9228
346,56,43,197.3069
347,56,50,121.9325
348,57,0,170.1056
349,57,3,134.2968
350,57,5,74.6624
351,57,41,139.1585
352,57,42,137.4181
353,58,24,158.0210
354,58,34,163.2190
355,58,35,39.8579
356,58,46,197.1359
357,59,8,181.8397
358,59,20,175.8799
359,59,23,111.6616
360,59,26,131.4367
361,59,37,182.0090
362,59,44,90.7904
363,59,48,180.6110
364,59,49,98.3667
365,59,53,194.3340
