id,source,target,distance
0,0,10,124.4476
1,0,17,191.6610
2,0,38,56.5969
3,0,40,108.4651
4,0,43,38.3402
5,0,46,121.1132
6,0,51,175.1222
7,1,12,63.0039
8,1,19,183.5736
9,1,22,59.6502
10,1,23,143.9210
11,1,32,94.1776
12,1,36,93.6011
13,1,50,66.4567
14,2,11,119.8504
15,2,14,150.3382
16,2,16,77.6693
17,2,39,100.4279
18,2,56,93.0028
19,3,7,70.6776
20,3,21,91.8804
21,3,25,193.0645
22,3,34,145.6502
23,3,35,38.7525
24,3,41,98.2312
25,3,47,198.6657
26,3,53,123.5519
27,4,9,171.6416
28,4,19,151.8196
29,4,30,66.8038
30,4,45,85.6271
31,5,13,149.7352
32,5,44,57.8714
33,6,8,147.0696
34,6,13,198.0575
35,6,14,75.3889
36,6,24,194.5607
37,6,39,165.7202
38,6,56,132.7509
39,6,59,142.7121
40,7,3,70.6776
41,7,21,23.6393
42,7,29,177.0552
43,7,33,156.8049
44,7,34,107.1881
45,7,35,50.5931
46,7,37,146.0204
47,7,41,29.4391
48,7,53,169.1728
49,8,6,147.0696
50,8,14,118.0712
51,8,24,195.9751
52,8,39,163.1289
53,8,57,185.8462
54,8,59,198.3894
55,9,4,171.6416
56,9,24,143.5874
57,9,30,113.9351
58,9,45,190.0522
59,9,58,68.0237
60,10,0,124.4476
61,10,17,68.7908
62,10,20,128.8786
63,10,38,144.7820
64,10,43,95.5059
65,11,2,119.8504
66,11,16,42.7682
67,11,56,155.5521
68,12,1,63.0039
69,12,19,167.1789
70,12,22,4.0273
71,12,23,117.4710
72,12,32,41.6235
73,12,36,68.9306
74,12,50,93.7418
75,12,55,182.2727
76,13,5,149.7352
77,13,6,198.0575
78,13,44,112.3392
79,13,56,131.8681
80,14,2,150.3382
81,14,6,75.3889
82,14,8,118.0712
83,14,39,92.2566
84,14,56,117.9910
85,15,20,146.0298
86,15,27,14.5746
87,15,49,58.5797
88,16,2,77.6693
89,16,11,42.7682
90,16,39,177.8766
91,16,56,128.4592
92,17,0,191.6610
93,17,10,68.7908
94,17,20,81.1372
95,17,43,164.2708
96,18,25,137.6378
97,18,31,170.7188
98,18,47,148.6804
99,18,48,129.9230
100,19,1,183.5736
101,19,4,151.8196
