id,source,target,distance
0,0,26,117.0921
1,0,32,147.8643
2,0,45,121.9683
3,0,49,133.6219
4,0,77,44.0153
5,0,92,162.8569
6,0,93,195.7646
7,0,96,173.8941
8,0,103,147.9411
9,0,106,161.5022
10,0,137,71.5086
11,0,148,199.8729
12,0,153,178.1303
13,1,15,27.4972
14,1,21,185.3849
15,1,28,100.8930
16,1,75,130.7333
17,1,135,38.6840
18,1,156,153.3384
19,1,158,145.8979
20,2,20,53.4358
21,2,39,129.5156
22,2,40,121.3855
23,2,108,193.1721
24,2,118,194.4965
25,2,119,193.8360
26,2,121,196.7875
27,2,128,58.4654
28,2,142,143.5254
29,2,145,172.3340
30,2,147,124.0547
31,3,34,169.4647
32,3,68,67.1296
33,3,74,121.8940
34,3,107,148.5089
35,3,115,145.9121
36,3,121,107.8207
37,3,128,167.0816
38,3,145,197.0497
39,3,147,171.8948
40,4,13,164.2104
41,4,25,107.6068
42,4,27,191.9005
43,4,46,189.8129
44,4,53,150.2054
45,4,69,95.0270
46,4,98,52.0093
47,4,101,173.3325
48,4,102,116.7367
49,4,111,141.2651
50,4,132,109.4099
51,4,144,57.3864
52,4,150,97.6488
53,4,159,162.7207
54,5,7,119.0550
55,5,9,82.9976
56,5,11,107.0595
57,5,16,162.3479
58,5,18,199.0537
59,5,19,132.2679
60,5,24,174.8187
61,5,31,122.6870
62,5,34,189.5842
63,5,48,116.1724
64,5,57,162.2897
65,5,70,188.7283
66,5,83,128.0273
67,5,87,117.2055
68,5,104,195.9183
69,5,112,18.5940
70,5,116,157.9017
71,5,123,199.4773
72,5,141,123.5403
73,5,155,179.5812
74,5,157,121.7426
75,6,7,191.8633
76,6,11,193.4881
77,6,16,196.1576
78,6,18,86.2753
79,6,24,194.9866
80,6,54,68.5964
81,6,78,151.8754
82,6,80,29.9547
83,6,89,170.6386
84,6,90,105.2530
85,6,100,137.5936
86,6,116,161.0910
87,6,155,111.6125
88,7,5,119.0550
89,7,6,191.8633
90,7,9,55.9357
91,7,11,15.8182
92,7,16,51.4286
