id,source,target,distance
0,0,6,175.6609
1,0,12,144.0047
2,0,13,121.7327
3,0,29,136.7560
4,0,47,146.7083
5,1,8,147.2185
6,1,15,130.6085
7,1,20,176.2463
8,1,22,95.2127
9,1,25,146.2675
10,1,27,172.1975
11,1,35,116.5186
12,1,40,120.3394
13,1,45,154.3552
14,1,49,32.1794
15,1,57,85.0380
16,1,58,63.2922
17,2,23,122.0706
18,2,36,159.1073
19,2,43,194.7447
20,2,54,55.2815
21,3,7,194.8785
22,3,14,119.8629
23,3,19,103.2751
24,3,26,196.7455
25,3,28,148.5287
26,3,52,124.8179
27,3,53,156.5731
28,4,9,158.0717
29,4,17,148.7150
30,4,26,83.2103
31,4,28,199.6016
32,4,33,144.8139
33,4,42,118.7317
34,4,52,191.6084
35,5,16,103.9412
36,5,33,178.3846
37,5,44,55.2218
38,5,56,63.5580
39,6,0,175.6609
40,6,29,127.5299
41,6,47,79.9581
42,7,3,194.8785
43,7,10,159.8356
44,7,12,121.3701
45,7,14,75.3263
46,7,19,95.4935
47,7,28,127.0837
48,7,41,196.2880
49,7,46,154.5007
50,7,52,134.6137
51,7,59,46.0322
52,8,1,147.2185
53,8,20,180.7215
54,8,22,159.1558
55,8,25,155.9076
56,8,27,198.9254
57,8,40,40.8756
58,8,49,135.6256
59,9,4,158.0717
60,9,13,152.4987
61,9,17,137.8088
62,9,28,98.4535
63,9,38,188.0298
64,9,52,112.3506
65,10,7,159.8356
66,10,14,151.6080
67,10,19,143.0357
68,10,36,91.6033
69,10,46,148.3154
70,10,54,185.9205
71,10,59,169.1145
72,11,24,182.6732
73,11,32,145.6139
74,11,50,195.2736
75,11,55,95.3691
76,12,0,144.0047
77,12,7,121.3701
78,12,13,145.4877
79,12,14,193.2876
80,12,28,196.1944
81,12,37,189.3277
82,12,41,141.3171
83,12,46,171.2984
84,12,59,89.9250
85,13,0,121.7327
86,13,9,152.4987
87,13,12,145.4877
88,13,20,151.3204
89,13,27,164.9364
90,13,28,182.8105
91,14,3,119.8629
92,14,7,75.3263
93,14,10,151.6080
94,14,12,193.2876
95,14,19,23.1862
96,14,28,102.4637
97,14,52,95.3377
98,14,59,120.1953
99,15,1,130.6085
100,15,17,174.6260
101,15,20,125.0298
102,15,21,145.5490
103,15,22,73.3421
104,15,27,101.0433
105,15,35,74.8146
106,15,38,82.2775
107,15,40,191.0371
108,15,45,24.0551
109,15,49,112.3773
110,15,57,126.4650
111,15,58,112.1557
112,16,5,103.9412
113,16,44,55.8940
114,16,56,65.1754
115,17,4,148.7150
116,17,9,137.8088
117,17,15,174.6260
118,17,21,88.4285
119,17,27,176.4857
120,17,33,197.9609
121,17,38,94.2560
122,17,45,152.3311
123,18,23,123.0219
124,18,30,129.9487
125,18,34,117.5375
126,18,43,48.6141
127,19,3,103.2751
