id,source,target,distance
0,0,14,108.9511
1,0,24,120.2964
2,0,25,159.1308
3,0,33,127.0781
4,0,41,73.0052
5,0,43,164.2373
6,0,50,118.1902
7,0,64,112.3224
8,0,82,180.2900
9,0,97,198.9366
10,1,6,96.8625
11,1,7,170.3653
12,1,9,141.5106
13,1,35,192.5238
14,1,37,196.4844
15,1,44,94.5677
16,1,54,176.1452
17,1,66,150.9527
18,1,81,167.8436
19,1,84,133.7545
20,1,89,149.0682
21,1,90,65.3744
22,1,97,189.9585
23,2,9,192.4063
24,2,10,56.9184
25,2,37,126.2234
26,2,44,180.7027
27,2,52,113.9042
28,2,54,199.2651
29,2,57,116.3195
30,2,62,26.6818
31,2,66,174.0072
32,2,68,197.6108
33,2,76,139.7772
34,2,78,173.6562
35,2,81,167.1247
36,2,89,188.4840
37,2,90,178.2228
38,2,91,160.0797
39,2,93,52.7958
40,3,12,160.8879
41,3,13,86.0933
42,3,39,136.2933
43,3,51,176.4064
44,3,53,140.4199
45,3,56,85.6911
46,3,86,171.9952
47,3,87,145.5544
48,3,98,174.8126
49,4,15,139.6205
50,4,22,73.9536
51,4,25,175.6398
52,4,40,131.5655
53,4,83,118.3248
54,4,96,194.4179
55,5,26,135.6073
56,5,34,47.5445
57,5,47,190.5293
58,5,61,89.8124
59,5,71,130.0762
60,6,1,96.8625
61,6,9,57.9118
62,6,19,155.2746
63,6,23,167.6944
64,6,27,199.7204
65,6,44,47.3115
66,6,52,172.9058
67,6,54,88.3067
68,6,60,154.6225
69,6,66,75.6728
70,6,90,73.3769
71,7,1,170.3653
72,7,24,196.6567
73,7,33,109.9987
74,7,37,124.1289
75,7,43,127.2396
76,7,50,124.2932
77,7,57,169.9696
78,7,74,103.3843
79,7,81,76.1229
80,7,82,78.0812
81,7,84,48.8405
82,7,89,54.6006
83,7,90,187.0980
84,7,91,98.9450
85,7,97,47.4359
86,8,26,114.4607
87,8,27,120.6666
88,8,32,34.5045
89,8,47,36.1596
90,8,49,173.6918
91,8,59,134.5930
92,8,61,142.4684
93,8,63,105.0107
94,8,77,145.0636
95,8,88,185.2118
96,8,99,175.3801
97,9,1,141.5106
98,9,2,192.4063
99,9,6,57.9118
100,9,19,163.4599
101,9,27,158.4928
102,9,44,51.4628
103,9,52,119.1148
104,9,54,34.7448
105,9,59,156.2008
106,9,60,175.0054
107,9,62,191.1468
108,9,66,20.5387
109,9,90,91.9525
110,9,99,192.7362
111,10,2,56.9184
112,10,21,182.0195
113,10,37,92.4419
114,10,52,170.3034
115,10,57,64.1172
116,10,62,45.6148
117,10,68,199.9853
118,10,74,197.5188
119,10,76,166.2060
120,10,78,174.6105
121,10,81,140.6848
122,10,89,166.9033
123,10,91,122.6985
124,10,93,54.9633
125,11,23,198.1703
126,11,28,113.6241
127,11,30,159.3922
128,11,31,179.6454
129,11,38,85.4281
130,11,70,90.4755
131,11,85,182.6446
132,11,95,148.1039
133,12,3,160.8879
134,12,13,74.9571
135,12,21,131.2976
136,12,39,84.6621
137,12,46,138.2185
138,12,53,135.3612
139,12,56,75.2165
140,12,57,197.4670
141,12,65,125.8302
142,12,69,183.9940
143,12,98,182.8628
144,13,3,86.0933
145,13,12,74.9571
146,13,21,156.7916
147,13,39,74.3776
148,13,46,182.0397
149,13,53,115.5517
150,13,56,2.3744
151,13,65,150.0607
152,13,69,178.6458
153,13,98,163.7757
154,14,0,108.9511
155,14,33,155.3436
156,14,41,138.0436
157,14,46,171.7008
158,14,50,157.4853
159,14,74,138.1789
160,14,82,139.4183
161,15,4,139.6205
162,15,22,70.2274
163,15,40,79.4777
164,15,55,106.3568
165,15,80,174.4619
166,15,83,183.5722
167,15,96,66.2478
168,16,29,143.4603
169,16,30,141.8025
170,16,48,8.9133
171,16,75,122.8750
172,16,92,31.5629
173,17,21,96.2874
174,17,39,169.6967
175,17,68,20.6320
176,17,76,107.8833
177,17,78,44.5787
178,17,79,169.5224
179,17,93,170.6265
180,18,24,178.2681
181,18,29,187.8179
182,18,35,57.5423
183,18,43,146.1446
184,18,45,81.1065
185,18,55,186.0939
186,18,58,34.5240
187,18,72,45.2328
188,18,75,157.4139
189,18,80,82.4158
190,18,84,191.1319
191,18,96,184.3507
192,18,97,190.7155
193,19,6,155.2746
194,19,9,163.4599
195,19,23,112.0510
196,19,27,153.2039
197,19,31,154.6962
198,19,38,192.4821
199,19,44,195.9683
200,19,54,156.2024
201,19,59,175.9903
202,19,60,35.6344
203,19,66,180.3395
204,19,77,189.3488
205,20,36,192.0008
206,20,67,146.7086
207,20,71,138.7968
208,21,10,182.0195
209,21,12,131.2976
210,21,13,156.7916
211,21,17,96.2874
212,21,39,85.7238
213,21,56,158.8901
214,21,68,94.9739
215,21,76,159.9966
216,21,78,86.7435
217,21,93,153.8667
218,22,4,73.9536
219,22,15,70.2274
220,22,25,187.0314
221,22,40,66.8949
222,22,55,170.0733
223,22,80,188.6238
224,22,83,123.7720
225,22,96,120.4862
226,23,6,167.6944
227,23,11,198.1703
228,23,19,112.0510
229,23,29,180.9459
230,23,38,117.2272
231,23,60,76.7591
232,24,0,120.2964
233,24,7,196.6567
234,24,18,178.2681
235,24,25,148.4938
236,24,33,95.2412
237,24,40,195.1467
238,24,41,180.2092
239,24,43,77.7538
240,24,45,111.0699
241,24,50,80.4636
242,24,58,145.0226
243,24,64,153.4213
244,24,72,139.4157
245,24,80,143.6504
246,24,82,191.9964
247,24,83,169.2023
248,24,84,199.3135
249,24,97,151.1659
250,25,0,159.1308
251,25,4,175.6398
252,25,22,187.0314
253,25,24,148.4938
254,25,40,173.9271
255,25,41,155.4618
256,25,64,66.0322
257,25,83,63.3776
258,26,5,135.6073
259,26,8,114.4607
260,26,32,122.9193
261,26,34,149.2884
262,26,47,91.5758
263,26,61,47.0394
264,26,63,151.3735
265,26,77,197.9170
266,27,6,199.7204
267,27,8,120.6666
268,27,9,158.4928
269,27,19,153.2039
270,27,32,107.7472
271,27,47,138.7417
272,27,49,130.1062
273,27,52,177.3320
274,27,54,125.2758
275,27,59,27.4128
276,27,60,187.5783
277,27,63,192.3718
278,27,66,158.5567
279,27,88,121.6563
280,27,99,103.1688
281,28,11,113.6241
282,28,31,178.1009
283,28,38,191.8094
284,28,42,106.5502
285,28,70,72.4799
286,28,85,109.0083
287,28,95,52.5381
288,29,16,143.4603
289,29,18,187.8179
290,29,23,180.9459
291,29,30,197.0228
292,29,35,139.1895
293,29,48,144.7465
294,29,75,152.7618
295,29,92,115.9486
296,30,11,159.3922
297,30,16,141.8025
298,30,29,197.0228
299,30,38,141.3053
300,30,48,133.0108
301,30,92,157.0591
302,31,11,179.6454
303,31,19,154.6962
304,31,28,178.1009
305,31,38,182.0689
306,31,60,158.3383
307,31,63,145.9826
308,31,70,112.4179
309,31,73,150.7410
310,31,77,100.9177
311,31,85,114.0550
312,31,94,75.2786
313,31,95,149.3567
314,32,8,34.5045
315,32,26,122.9193
316,32,27,107.7472
317,32,34,199.3189
318,32,47,31.3570
319,32,49,140.0825
320,32,59,115.2349
321,32,61,139.9942
322,32,63,139.4786
323,32,77,178.6602
324,32,88,153.1994
325,32,99,144.9013
